season,team1_id,team1_score,team2_id,team2_score,numot,team1_seed,team2_seed,host_site,host_lat,host_long,team1_lat,team2_lat,team1_long,team2_long,team1_teamname,team2_teamname,team1_fg2pct,team2_fg2pct,team1_fg3pct,team2_fg3pct,team1_ftpct,team2_ftpct,team1_blockpct,team2_blockpct,team1_oppfg2pct,team2_oppfg2pct,team1_oppfg3pct,team2_oppfg3pct,team1_oppftpct,team2_oppftpct,team1_oppblockpct,team2_oppblockpct,team1_f3grate,team2_f3grate,team1_oppf3grate,team2_oppf3grate,team1_arate,team2_arate,team1_opparate,team2_opparate,team1_stlrate,team2_stlrate,team1_oppstlrate,team2_oppstlrate,team1_tempo,team2_tempo,team1_adjtempo,team2_adjtempo,team1_oe,team2_oe,team1_adjoe,team2_adjoe,team1_de,team2_de,team1_adjde,team2_adjde,team1_ap_preseason,team2_ap_preseason,team1_ap_final,team2_ap_final,team1_coaches_preseason,team2_coaches_preseason,team1_coaches_before_final,team2_coaches_before_final,team1_rpi_rating,team2_rpi_rating,team1_coach_id,team2_coach_id,team1_coach_name,team2_coach_name,team1_pt_school_ncaa,team2_pt_school_ncaa,team1_pt_overall_ncaa,team2_pt_overall_ncaa,team1_pt_school_s16,team2_pt_school_s16,team1_pt_overall_s16,team2_pt_overall_s16,team1_pt_school_ff,team2_pt_school_ff,team1_pt_overall_ff,team2_pt_overall_ff,team1_pt_career_school_wins,team2_pt_career_school_wins,team1_pt_career_school_losses,team2_pt_career_school_losses,team1_pt_career_overall_losses,team2_pt_career_overall_losses,team1_pt_team_season_wins,team2_pt_team_season_wins,team1_pt_team_season_losses,team2_pt_team_season_losses,team1_pt_coach_season_wins,team2_pt_coach_season_wins,team1_pt_coach_season_losses,team2_pt_coach_season_losses
2005,1257,68,1418,62,0,4,13,Nashville,36.1667,-86.7833,38.215752,30.215283,-85.758843,-92.01941,Louisville,Louisiana Lafayette,51.5254,49.7861,39.9767,33.3907,72.449,66.24,11.2865,8.046,42.3047,49.0421,32.6586,35.8779,66.7564,66.4731,7.7119,6.4157,42.1001,33.2,36.9024,33.4184,59.0957,46.9072,56.0411,53.8571,0.1229,0.1343,0.0933,0.1006,70.5653,69.137,69.8109,68.6353,113.8263,104.2163,113.396,106.2207,89.6688,97.9427,93.3078,96.8085,14,,4,,13,,11,,0.603,0.566,rick-pitino-1,robert-lee-1,Rick Pitino,Robert Lee,2,0,10,0,0,0,6,0,0,0,4,0,445,20,34,10,158,10,29,20,4,10,29,20,4,10
2005,1277,89,1330,81,0,5,12,Cleveland,41.4822,-81.6697,42.72476,36.884919,-84.473639,-76.309653,Michigan St.,Old Dominion,55.2025,49.4514,35.4943,33.0017,77.6824,69.4118,7.4614,11.755,46.5695,44.9503,35.4839,32.7674,66.967,65.3358,6.1954,6.8966,32.8891,32.0915,33.5613,32.7769,61.8162,63.6145,53.7234,53.5326,0.1153,0.1427,0.1015,0.077,66.4375,66.8063,67.0734,67.1012,116.981,104.8468,118.3729,102.8988,95.1643,90.3774,94.4426,93.2426,13,,15,,10,,9,,0.585,0.563,tom-izzo-1,blaine-taylor-1,Tom Izzo,Blaine Taylor,7,0,7,2,5,0,5,0,3,0,3,0,229,211,96,48,96,114,22,28,6,5,22,28,6,5
2005,1280,93,1390,70,0,9,8,Indianapolis,39.791,-86.148,33.425002,37.431746,-88.879658,-122.182212,Mississippi St.,Stanford,49.0497,45.9364,33.7288,34.1598,66.5404,73.6765,8.9132,6.6303,46.1298,44.3838,31.7175,37.721,67.5,71.3073,7.9678,8.2686,30.1328,20.4162,36.082,28.4199,54.5977,48.1912,55.3114,51.6426,0.0992,0.0965,0.1138,0.0998,68.9848,68.9204,70.1456,68.0227,104.6399,101.0188,105.8001,104.6802,95.8627,98.3397,93.6936,94.0718,12,,,,14,25,,,0.579,0.569,rick-stansbury-1,trent-johnson-1,Rick Stansbury,Trent Johnson,3,0,3,1,0,0,0,1,0,0,0,0,148,97,74,12,74,86,22,18,10,12,22,18,10,12
2005,1301,75,1150,63,0,10,7,Worcester,42.2667,-71.8,35.785111,35.306834,-78.674517,-80.73579,North Carolina St.,Charlotte,51.5179,46.7018,36.9811,36.8254,70.4852,68.3562,11.9472,8.156,47.0132,50.4433,34.676,31.6294,69.6845,72.3447,9.8214,7.6517,41.5144,35.6537,30.6989,35.6899,60.3904,53.6042,50.1244,55.4107,0.1124,0.1206,0.0942,0.0746,65.9055,70.8141,63.6252,71.3752,112.0655,108.7615,114.1657,111.2419,100.8418,99.8747,96.7556,100.1813,19,,,,19,,,21,0.552,0.568,herb-sendek-1,bobby-lutz-1,Herb Sendek,Bobby Lutz,3,4,4,4,0,0,0,0,0,0,0,0,230,135,121,82,147,82,19,21,13,7,19,21,13,7
2005,1314,96,1324,68,0,1,16,Charlotte,35.2269,-80.8433,35.912165,42.67255,-79.050969,-83.218895,North Carolina,Oakland,54.1004,50.1712,40.3202,33.9721,72.5451,66.358,9.8611,7.1291,43.6806,53.7572,34.0528,37.5,71.1176,70.3151,10.9981,7.1918,30.3982,32.9506,36.6755,39.2982,62.5887,58.0026,54.655,66.0494,0.1292,0.1038,0.1171,0.0887,76.725,65.8466,74.6791,65.9925,115.7773,106.5184,119.3614,106.3563,92.0156,110.8047,91.036,107.7048,4,,2,,3,,2,,0.621,0.568,roy-williams-1,greg-kampe-1,Roy Williams,Greg Kampe,1,0,15,0,0,0,9,0,0,0,4,0,464,84,15,92,116,92,27,12,4,18,27,12,4,18
2005,1329,63,1368,50,0,2,15,Indianapolis,39.791,-86.148,36.123085,30.51358,-97.069743,-90.468558,Oklahoma St.,Southeastern Louisiana,53.013,50,41.5896,29.5597,77.8788,63.2042,6.4701,11.2921,49.14,45.6026,35.0202,34.359,69.4056,68.8889,6.3518,5.0752,30.5822,23.0101,28.8047,29.7483,60.5023,49.2013,56.7917,55.7762,0.1044,0.1474,0.0868,0.0845,67.6466,62.6093,67.3273,61.0764,115.681,98.0561,118.6729,96.6272,97.8748,89.711,96.2589,93.3255,7,,6,,8,,4,,0.621,0.475,eddie-sutton-1,billy-kennedy-1,Eddie Sutton,Billy Kennedy,12,0,25,0,5,0,12,0,2,0,3,0,781,104,134,91,299,125,24,24,6,8,24,24,6,8
2005,1356,65,1388,56,0,7,10,Indianapolis,39.791,-86.148,37.71921,29.451793,-89.217618,-98.564307,Southern Illinois,St. Mary's,47.8936,48.4288,36.4469,34.8726,75.2418,72.2222,7.8727,7.1784,46.1474,45.9844,34.0862,33.09,68.7407,66.782,6.8736,10.0739,28.752,36.7251,28.9709,22.6073,53.719,46.9717,54.3933,43.9336,0.1378,0.0875,0.0909,0.0968,63.823,,64.1969,,104.8547,,106.9693,,94.0847,,92.3937,,,,,,,,,,0.587,0.507,chris-lowery-1,randy-bennett-1,Chris Lowery,Randy Bennett,0,0,0,0,0,0,0,0,0,0,0,0,26,68,7,55,7,55,26,25,7,8,26,25,7,8
2005,1436,60,1393,57,1,13,4,Cleveland,41.4822,-81.6697,44.479262,43.037587,-73.198128,-76.135062,Vermont,Syracuse,48.683,54.221,35.8189,31.2,72.1649,66.6667,4.6414,13.3051,45.654,43.1356,32.368,32.5974,70.0837,67.7266,8.2652,7.4811,40.5508,25.5493,33.1264,39.4872,61.3665,55.1797,53.078,65.2632,0.103,0.1214,0.0944,0.1056,65.54,66.8956,66.0115,67.3664,111.0011,112.5575,111.3507,115.0698,94.3877,96.8214,99.5523,94.744,,6,,11,,6,,15,0.654,0.579,tom-brennan-1,jim-boeheim-1,Tom Brennan,Jim Boeheim,2,23,2,23,0,13,0,13,0,3,0,3,309,703,275,240,333,240,24,27,6,6,24,27,6,6
2005,1437,55,1307,47,0,5,12,Nashville,36.1667,-86.7833,40.039388,35.083868,-75.345457,-106.620155,Villanova,New Mexico,47.4856,55.8209,35.9425,39.1304,73.5549,67.8571,15.7988,9.7884,43.3363,47.9718,31.7544,31.6265,71.6895,69.8603,10.7997,10.1493,34.0402,39.8923,33.4703,36.9299,48.0649,57.7859,60.4167,57.2944,0.1259,0.1132,0.083,0.108,65.8171,66.519,67.8853,66.2756,111.8155,113.8949,114.4969,112.0649,94.5086,97.836,92.8162,97.2622,,,19,,,,24,,0.58,0.586,jay-wright-1,ritchie-mckay-1,Jay Wright,Ritchie McKay,0,0,2,0,0,0,0,0,0,0,0,0,196,133,53,38,138,127,22,26,7,6,22,26,7,6
2005,1458,57,1320,52,0,6,11,Oklahoma City,35.4822,-97.535,43.073858,42.514923,-89.405356,-92.459703,Wisconsin,Northern Iowa,46.8233,52.852,39.0625,38.0379,67.7372,69.4853,5.0407,11.234,48.374,44.5957,29.913,39.0476,67.6587,72.6277,8.6162,6.4171,35.7742,34.1163,31.856,30.8824,56.3452,58.7224,51.7601,52.6749,0.0831,0.092,0.0882,0.0861,63.4671,65.7293,63.6847,66.1282,105.8692,109.6499,108.8869,109.6448,94.5313,100.8051,91.0665,98.6557,21,,20,,20,,20,,0.594,0.552,bo-ryan-1,greg-mcdermott-1,Bo Ryan,Greg McDermott,3,1,3,1,1,0,1,0,0,0,0,0,120,67,36,52,63,52,22,21,8,10,22,21,8,10
2005,1112,85,1412,63,0,3,11,Tucson,32.2217,-110.9264,32.232071,33.50223,-110.950769,-86.80917,Arizona,UAB,50.7077,49.8177,40.1587,34.72,77.6184,69.5876,9.8833,8.4702,47.838,49.0925,34.6883,35.1632,67.4757,71.6826,5.7231,8.3151,27.9379,31.3126,33.6219,36.8105,56.7317,56.7778,58.7618,57.1429,0.1129,0.1569,0.0957,0.081,70.7242,72.2258,69.7604,71.3801,111.7366,107.0809,114.0151,108.0639,97.7107,98.575,95.3458,97.669,10,,9,,11,,8,,0.604,0.571,lute-olson-1,mike-anderson-1,Lute Olson,Mike Anderson,20,1,25,1,10,1,12,1,4,0,5,0,733,64,165,33,260,33,27,21,6,10,27,21,6,10
2005,1228,71,1305,59,0,1,9,Charlotte,35.2269,-80.8433,39.730827,39.552523,-90.246256,-119.82526,Illinois,Nevada,54.1636,49.7791,39.2246,27.0096,72.8111,70.3166,8.5239,12.3824,44.0748,42.79,35.7911,31.2384,64.5212,69.9387,7.1687,7.2165,38.8397,18.6339,31.0888,29.7744,66.5751,60.2632,55.4661,53.986,0.1173,0.0992,0.0755,0.1116,65.3035,67.555,66.158,66.902,118.4394,102.8667,120.2137,102.2511,92.2107,92.199,88.4703,91.8635,5,,1,,5,,1,,0.61,0.562,bruce-weber-1,mark-fox-1,Bruce Weber,Mark Fox,1,0,3,0,1,0,2,0,0,0,0,0,161,24,8,6,62,6,32,24,1,6,32,24,1,6
2005,1246,69,1153,60,0,2,7,Oklahoma City,35.4822,-97.535,38.028081,39.131159,-84.510698,-84.51428,Kentucky,Cincinnati,52.3372,48.1684,34.3307,34.858,66.2551,69.0205,12.5964,16.779,44.9871,38.8764,32.9412,34.3284,68.9949,67.2241,8.5057,5.6898,32.732,33.0725,36.8165,33.4165,56.4928,59.118,51.0013,48.1976,0.1349,0.0783,0.0751,0.084,67.741,69.005,68.175,69.3382,108.3268,109.8523,110.0217,109.8964,91.0862,92.8323,89.6089,93.4003,9,,7,23,9,,5,22,0.626,0.576,tubby-smith-1,bob-huggins-1,Tubby Smith,Bob Huggins,7,13,11,14,5,4,8,4,1,1,1,1,340,494,57,127,119,173,25,24,5,7,25,24,5,7
2005,1403,71,1211,69,0,6,3,Tucson,32.2217,-110.9264,33.580309,47.668144,-101.876917,-117.403062,Texas Tech,Gonzaga,50.0318,54.1602,37.7604,37.9653,75.5747,73.9021,9.4109,9.541,46.2127,45.6346,37.2274,35.3909,66.5441,67.4545,7.0566,4.3143,19.6219,23.6919,32.94,39.6196,59.3348,56.7757,54.6856,63.6601,0.1105,0.0798,0.09,0.0864,70.9395,68.3884,70.4216,68.2079,108.3214,116.4325,107.8136,117.9394,97.9503,102.1025,95.236,100.3467,,25,24,10,,,25,16,0.611,0.58,bob-knight-1,mark-few-1,Bob Knight,Mark Few,2,5,26,5,0,2,14,2,0,0,5,0,849,158,43,36,335,36,20,25,10,4,20,25,10,4
2005,1428,67,1328,58,0,6,3,Boise,43.6167,-116.2,40.762484,35.208152,-111.846044,-97.445692,Utah,Oklahoma,55.3982,52.1412,36.7089,37.1528,71.5481,69.0184,7.9476,10.1824,46.6376,47.4924,33.7143,29.2056,68.1928,70.0454,9.823,6.3862,25.9016,30.2045,31.4371,24.5413,61.3489,56.2775,49.3671,53.2,0.0968,0.1322,0.13,0.1022,60.1046,67.1795,59.9763,66.0445,112.01,111.9484,112.5499,113.6718,94.7338,93.7,93.3459,93.3011,,,18,17,,,12,23,0.579,0.604,ray-giacoletti-1,kelvin-sampson-1,Ray Giacoletti,Kelvin Sampson,0,9,1,10,0,3,0,3,0,1,0,1,96,361,5,99,55,202,27,24,5,7,27,24,5,7
2005,1449,97,1334,79,0,1,8,Boise,43.6167,-116.2,39.217329,45.521394,-76.06878,-123.108777,Washington,Pacific,52.8424,55.3172,38.695,38.2129,73.0245,74.3265,6.1818,8.2192,50.5455,45.8048,33.7248,33.4862,69.5425,67.1395,6.0078,6.7164,29.8595,32.9161,30.2385,35.8946,60.7642,58.1864,55.9152,51.5915,0.1104,0.0767,0.0922,0.1126,73.9319,64.1313,73.0208,64.432,115.4002,111.9664,118.43,111.96,98.9164,98.0723,97.9493,98.3435,22,,8,22,24,,13,18,0.581,0.59,lorenzo-romar-1,bob-thomason-1,Lorenzo Romar,Bob Thomason,1,2,2,2,0,0,0,0,0,0,0,0,149,285,34,212,122,212,27,26,5,3,27,26,5,3
2005,1452,111,1448,105,2,7,2,Cleveland,41.4822,-81.6697,39.63468,36.135301,-79.953926,-80.279004,West Virginia,Wake Forest,52.5359,53.4031,36.0452,39.9046,74.2097,68.4327,10.0467,9.0145,49.3769,47.0588,36.1065,36.9723,72.7121,69.0881,9.6651,8.9005,45.8549,31.9939,31.8833,34.4188,66.5899,55.0259,56.5217,52.7586,0.1233,0.1182,0.1,0.1031,64.2401,71.5778,64.6827,69.8891,108.9222,117.2191,112.3967,124.7564,101.9979,102.1108,98.9497,100.2004,,2,,5,,2,,6,0.625,0.581,john-beilein-1,skip-prosser-1,John Beilein,Skip Prosser,0,3,2,8,0,1,0,1,0,0,0,0,241,258,39,34,154,112,21,26,10,5,21,26,10,5
2005,1454,83,1130,75,0,12,4,Worcester,42.2667,-71.8,43.076848,42.337688,-87.880488,-71.171488,Wisconsin Milwaukee,Boston College,49.9051,48.6772,35.2507,34.1598,70.7621,71.1911,9.6014,9.6909,46.8297,44.0267,30.7547,35.6618,70.1299,69.8598,7.5901,7.8609,39.1455,21.5302,32.4357,31.2464,54.1176,68.6198,48.6765,56.8655,0.1188,0.109,0.0954,0.107,,64.8996,,65.1856,,109.5473,,112.0723,,97.3706,,95.6471,,,,14,,,,3,0.575,0.616,bruce-pearl-1,al-skinner-1,Bruce Pearl,Al Skinner,1,3,1,5,0,0,0,0,0,0,0,0,84,284,37,99,37,225,24,24,5,4,24,24,5,4
2005,1181,63,1280,55,0,1,9,Indianapolis,39.791,-86.148,36.00159,33.425002,-78.94226,-88.879658,Duke,Mississippi St.,48.8715,49.0497,38.0079,33.7288,71.2546,66.5404,13.8539,8.9132,41.2469,46.1298,30.622,31.7175,71.4953,67.5,11.3715,7.9678,39.8433,30.1328,20.8375,36.082,49.3552,54.5977,41.8902,55.3114,0.1232,0.0992,0.1064,0.1138,70.6416,68.9848,69.417,70.1456,112.5574,104.6399,115.3147,105.8001,92.9018,95.8627,90.0078,93.6936,11,12,3,,12,14,10,,0.56,0.605,mike-krzyzewski-1,rick-stansbury-1,Mike Krzyzewski,Rick Stansbury,20,3,20,3,15,0,15,0,10,0,10,0,719,148,186,74,245,74,25,22,5,10,25,22,5,10
2005,1257,76,1210,54,0,4,5,Nashville,36.1667,-86.7833,38.215752,33.773732,-85.758843,-84.396019,Louisville,Georgia Tech,51.5254,50.4208,39.9767,33.3333,72.449,69.0987,11.2865,13.054,42.3047,42.9492,32.6586,31.5133,66.7564,65.8571,7.7119,9.7934,42.1001,30.3676,36.9024,34.0595,59.0957,55.477,56.0411,54.6939,0.1229,0.1163,0.0933,0.0992,70.5653,71.059,69.8109,70.1956,113.8263,104.1154,113.396,106.8671,89.6688,92.2211,93.3078,89.4226,14,3,4,25,13,4,11,,0.621,0.579,rick-pitino-1,paul-hewitt-1,Rick Pitino,Paul Hewitt,2,2,10,3,0,1,6,1,0,1,4,1,445,161,34,65,158,92,29,19,4,11,29,19,4,11
2005,1277,72,1436,61,0,5,13,Cleveland,41.4822,-81.6697,42.72476,44.479262,-84.473639,-73.198128,Michigan St.,Vermont,55.2025,48.683,35.4943,35.8189,77.6824,72.1649,7.4614,4.6414,46.5695,45.654,35.4839,32.368,66.967,70.0837,6.1954,8.2652,32.8891,40.5508,33.5613,33.1264,61.8162,61.3665,53.7234,53.078,0.1153,0.103,0.1015,0.0944,66.4375,65.54,67.0734,66.0115,116.981,111.0011,118.3729,111.3507,95.1643,94.3877,94.4426,99.5523,13,,15,,10,,9,,0.603,0.58,tom-izzo-1,tom-brennan-1,Tom Izzo,Tom Brennan,7,2,7,2,5,0,5,0,3,0,3,0,229,309,96,275,96,333,22,24,6,6,22,24,6,6
2005,1301,65,1163,62,0,10,2,Worcester,42.2667,-71.8,35.785111,41.808215,-78.674517,-72.249537,North Carolina St.,Connecticut,51.5179,49.5798,36.9811,34.6847,70.4852,69.9871,11.9472,20.4309,47.0132,41.3819,34.676,30.7229,69.6845,67.1845,9.8214,9.2437,41.5144,23.7179,30.6989,33.0348,60.3904,61.6009,50.1244,58.0815,0.1124,0.0851,0.0942,0.1193,65.9055,71.4556,63.6252,71.9581,112.0655,109.0165,114.1657,110.7366,100.8418,93.3652,96.7556,90.1075,19,8,,13,19,7,,19,0.585,0.654,herb-sendek-1,jim-calhoun-1,Herb Sendek,Jim Calhoun,3,12,4,17,0,10,0,10,0,2,0,2,230,704,121,173,147,310,19,22,13,7,19,22,13,7
2005,1314,92,1235,65,0,1,9,Charlotte,35.2269,-80.8433,35.912165,42.026368,-79.050969,-93.648353,North Carolina,Iowa St.,54.1004,47.6901,40.3202,29.199,72.5451,68.3043,9.8611,11.2583,43.6806,48.439,34.0528,30.7238,71.1176,67.6136,10.9981,7.1073,30.3982,21.5719,36.6755,39.0427,62.5887,56.7602,54.655,62.3611,0.1292,0.1385,0.1171,0.106,76.725,67.2894,74.6791,67.6111,115.7773,100.2753,119.3614,101.2715,92.0156,93.928,91.036,90.0225,4,,2,,3,,2,,0.552,0.58,roy-williams-1,wayne-morgan-1,Roy Williams,Wayne Morgan,1,0,15,0,0,0,9,0,0,0,4,0,464,129,15,24,116,108,27,18,4,11,27,18,4,11
2005,1329,85,1356,77,0,2,7,Indianapolis,39.791,-86.148,36.123085,37.71921,-97.069743,-89.217618,Oklahoma St.,Southern Illinois,53.013,47.8936,41.5896,36.4469,77.8788,75.2418,6.4701,7.8727,49.14,46.1474,35.0202,34.0862,69.4056,68.7407,6.3518,6.8736,30.5822,28.752,28.8047,28.9709,60.5023,53.719,56.7917,54.3933,0.1044,0.1378,0.0868,0.0909,67.6466,63.823,67.3273,64.1969,115.681,104.8547,118.6729,106.9693,97.8748,94.0847,96.2589,92.3937,7,,6,,8,,4,,0.621,0.6,eddie-sutton-1,chris-lowery-1,Eddie Sutton,Chris Lowery,12,0,25,0,5,0,12,0,2,0,3,0,781,26,134,7,299,7,24,26,6,7,24,26,6,7
2005,1437,76,1196,65,0,5,4,Nashville,36.1667,-86.7833,40.039388,29.638248,-75.345457,-82.361195,Villanova,Florida,47.4856,53.3333,35.9425,38.9776,73.5549,70.6704,15.7988,12.3834,43.3363,45.4623,31.7544,31.6254,71.6895,66.9381,10.7997,7.3778,34.0402,35.751,33.4703,32.4355,48.0649,56.2796,60.4167,47.5524,0.1259,0.1055,0.083,0.0977,65.8171,66.8496,67.8853,65.9938,111.8155,114.0505,114.4969,114.798,94.5086,93.5327,92.8162,92.945,,23,19,16,,22,24,,0.621,0.553,jay-wright-1,billy-donovan-1,Jay Wright,Billy Donovan,0,6,2,6,0,2,0,2,0,1,0,1,196,227,53,91,138,111,22,23,7,7,22,23,7,7
2005,1458,71,1137,62,0,6,14,Oklahoma City,35.4822,-97.535,43.073858,40.954489,-89.405356,-76.886275,Wisconsin,Bucknell,46.8233,48.8934,39.0625,36.8866,67.7372,70.0893,5.0407,9.0047,48.374,43.0332,29.913,32.5503,67.6587,70.4791,8.6162,8.1489,35.7742,37.2871,31.856,36.0993,56.3452,59.0909,51.7601,54.321,0.0831,0.1248,0.0882,0.1086,63.4671,63.5414,63.6847,64.3127,105.8692,99.9554,108.8869,99.3882,94.5313,91.5929,91.0665,93.3823,21,,20,,20,,20,,0.594,0.587,bo-ryan-1,pat-flannery-1,Bo Ryan,Pat Flannery,3,0,3,0,1,0,1,0,0,0,0,0,120,171,36,145,63,145,22,22,8,9,22,22,8,9
2005,1112,79,1329,78,0,3,2,Austin,30.25,-97.75,32.232071,36.123085,-110.950769,-97.069743,Arizona,Oklahoma St.,50.7077,53.013,40.1587,41.5896,77.6184,77.8788,9.8833,6.4701,47.838,49.14,34.6883,35.0202,67.4757,69.4056,5.7231,6.3518,27.9379,30.5822,33.6219,28.8047,56.7317,60.5023,58.7618,56.7917,0.1129,0.1044,0.0957,0.0868,70.7242,67.6466,69.7604,67.3273,111.7366,115.681,114.0151,118.6729,97.7107,97.8748,95.3458,96.2589,10,7,9,6,11,8,8,4,0.604,0.585,lute-olson-1,eddie-sutton-1,Lute Olson,Eddie Sutton,20,12,25,25,10,5,12,12,4,2,5,3,733,781,165,134,260,299,27,24,6,6,27,24,6,6
2005,1228,77,1454,63,0,1,12,Austin,30.25,-97.75,39.730827,43.076848,-90.246256,-87.880488,Illinois,Wisconsin Milwaukee,54.1636,49.9051,39.2246,35.2507,72.8111,70.7621,8.5239,9.6014,44.0748,46.8297,35.7911,30.7547,64.5212,70.1299,7.1687,7.5901,38.8397,39.1455,31.0888,32.4357,66.5751,54.1176,55.4661,48.6765,0.1173,0.1188,0.0755,0.0954,65.3035,,66.158,,118.4394,,120.2137,,92.2107,,88.4703,,5,,1,,5,,1,,0.61,0.552,bruce-weber-1,bruce-pearl-1,Bruce Weber,Bruce Pearl,1,1,3,1,1,0,2,0,0,0,0,0,161,84,8,37,62,37,32,24,1,5,32,24,1,5
2005,1257,93,1449,79,0,4,1,Albuquerque,35.1107,-106.61,38.215752,39.217329,-85.758843,-76.06878,Louisville,Washington,51.5254,52.8424,39.9767,38.695,72.449,73.0245,11.2865,6.1818,42.3047,50.5455,32.6586,33.7248,66.7564,69.5425,7.7119,6.0078,42.1001,29.8595,36.9024,30.2385,59.0957,60.7642,56.0411,55.9152,0.1229,0.1104,0.0933,0.0922,70.5653,73.9319,69.8109,73.0208,113.8263,115.4002,113.396,118.43,89.6688,98.9164,93.3078,97.9493,14,22,4,8,13,24,11,13,0.626,0.621,rick-pitino-1,lorenzo-romar-1,Rick Pitino,Lorenzo Romar,2,1,10,2,0,0,6,0,0,0,4,0,445,149,34,34,158,122,29,27,4,5,29,27,4,5
2005,1452,65,1403,60,0,7,6,Albuquerque,35.1107,-106.61,39.63468,33.580309,-79.953926,-101.876917,West Virginia,Texas Tech,52.5359,50.0318,36.0452,37.7604,74.2097,75.5747,10.0467,9.4109,49.3769,46.2127,36.1065,37.2274,72.7121,66.5441,9.6651,7.0566,45.8549,19.6219,31.8833,32.94,66.5899,59.3348,56.5217,54.6856,0.1233,0.1105,0.1,0.09,64.2401,70.9395,64.6827,70.4216,108.9222,108.3214,112.3967,107.8136,101.9979,97.9503,98.9497,95.236,,,,24,,,,25,0.603,0.56,john-beilein-1,bob-knight-1,John Beilein,Bob Knight,0,2,2,26,0,0,0,14,0,0,0,5,241,849,39,43,154,335,21,20,10,10,21,20,10,10
2005,1246,62,1428,52,0,2,6,Chicago,41.8369,-87.6847,38.028081,40.762484,-84.510698,-111.846044,Kentucky,Utah,52.3372,55.3982,34.3307,36.7089,66.2551,71.5481,12.5964,7.9476,44.9871,46.6376,32.9412,33.7143,68.9949,68.1928,8.5057,9.823,32.732,25.9016,36.8165,31.4371,56.4928,61.3489,51.0013,49.3671,0.1349,0.0968,0.0751,0.13,67.741,60.1046,68.175,59.9763,108.3268,112.01,110.0217,112.5499,91.0862,94.7338,89.6089,93.3459,9,,7,18,9,,5,12,0.575,0.625,tubby-smith-1,ray-giacoletti-1,Tubby Smith,Ray Giacoletti,7,0,11,1,5,0,8,0,1,0,1,0,340,96,57,5,119,55,25,27,5,5,25,27,5,5
2005,1277,78,1181,68,0,5,1,Chicago,41.8369,-87.6847,42.72476,36.00159,-84.473639,-78.94226,Michigan St.,Duke,55.2025,48.8715,35.4943,38.0079,77.6824,71.2546,7.4614,13.8539,46.5695,41.2469,35.4839,30.622,66.967,71.4953,6.1954,11.3715,32.8891,39.8433,33.5613,20.8375,61.8162,49.3552,53.7234,41.8902,0.1153,0.1232,0.1015,0.1064,66.4375,70.6416,67.0734,69.417,116.981,112.5574,118.3729,115.3147,95.1643,92.9018,94.4426,90.0078,13,11,15,3,10,12,9,10,0.611,0.579,tom-izzo-1,mike-krzyzewski-1,Tom Izzo,Mike Krzyzewski,7,20,7,20,5,15,5,15,3,10,3,10,229,719,96,186,96,245,22,25,6,5,22,25,6,5
2005,1314,67,1437,66,0,1,5,Syracuse,43.0469,-76.1444,35.912165,40.039388,-79.050969,-75.345457,North Carolina,Villanova,54.1004,47.4856,40.3202,35.9425,72.5451,73.5549,9.8611,15.7988,43.6806,43.3363,34.0528,31.7544,71.1176,71.6895,10.9981,10.7997,30.3982,34.0402,36.6755,33.4703,62.5887,48.0649,54.655,60.4167,0.1292,0.1259,0.1171,0.083,76.725,65.8171,74.6791,67.8853,115.7773,111.8155,119.3614,114.4969,92.0156,94.5086,91.036,92.8162,4,,2,19,3,,2,24,0.585,0.581,roy-williams-1,jay-wright-1,Roy Williams,Jay Wright,1,0,15,2,0,0,9,0,0,0,4,0,464,196,15,53,116,138,27,22,4,7,27,22,4,7
2005,1458,65,1301,56,0,6,10,Syracuse,43.0469,-76.1444,43.073858,35.785111,-89.405356,-78.674517,Wisconsin,North Carolina St.,46.8233,51.5179,39.0625,36.9811,67.7372,70.4852,5.0407,11.9472,48.374,47.0132,29.913,34.676,67.6587,69.6845,8.6162,9.8214,35.7742,41.5144,31.856,30.6989,56.3452,60.3904,51.7601,50.1244,0.0831,0.1124,0.0882,0.0942,63.4671,65.9055,63.6847,63.6252,105.8692,112.0655,108.8869,114.1657,94.5313,100.8418,91.0665,96.7556,21,19,20,,20,19,20,,0.621,0.621,bo-ryan-1,herb-sendek-1,Bo Ryan,Herb Sendek,3,3,3,4,1,0,1,0,0,0,0,0,120,230,36,121,63,147,22,19,8,13,22,19,8,13
2005,1228,90,1112,89,1,1,3,Austin,30.25,-97.75,39.730827,32.232071,-90.246256,-110.950769,Illinois,Arizona,54.1636,50.7077,39.2246,40.1587,72.8111,77.6184,8.5239,9.8833,44.0748,47.838,35.7911,34.6883,64.5212,67.4757,7.1687,5.7231,38.8397,27.9379,31.0888,33.6219,66.5751,56.7317,55.4661,58.7618,0.1173,0.1129,0.0755,0.0957,65.3035,70.7242,66.158,69.7604,118.4394,111.7366,120.2137,114.0151,92.2107,97.7107,88.4703,95.3458,5,10,1,9,5,11,1,8,0.604,0.594,bruce-weber-1,lute-olson-1,Bruce Weber,Lute Olson,1,20,3,25,1,10,2,12,0,4,0,5,161,733,8,165,62,260,32,27,1,6,32,27,1,6
