game_id,div_adjde,div_adjoe,div_blockpct,div_distance,div_fg3pct,div_oppfg2pct,div_oppfg3pct,div_rpi_norm,div_seed_norm,win_or_lose
2005-1301-1458,0.172761864,0.148571364,0.369228878,-0.089762436,-0.119013992,-0.071816848,0.348700153,0,-0.24,0
2005-1305-1228,0.103041879,-0.505555806,0.206279537,0.463957675,-0.698451,-0.067805913,-0.333304049,-0.00368412,-0.48,0
2005-1305-1400,-0.146946733,-0.242572558,0.069494044,0.34833489,-0.661375631,-0.067668697,-0.026648511,0.004835392,-0.06,1
2005-1307-1437,0.135012435,-0.068448427,-0.321322413,0.125526271,0.182283417,0.244640652,-0.009363584,0.000460516,-0.42,0
2005-1310-1328,0.493818763,0.001407246,-0.14196587,0.267769969,-0.074116429,0.18098289,0.465507017,-0.001842066,-0.66,0
2005-1314-1228,0.077913047,-0.023987909,0.071488142,0.167052777,0.062646166,-0.020804087,-0.12726128,0.00138155,0,1
2005-1314-1235,0.030777126,0.509138653,-0.074695807,-0.202684457,0.635907758,-0.251126756,0.243716735,-0.002149076,0.48,1
2005-1314-1277,-0.103448799,0.027821246,0.128290529,0.071427672,0.275943895,-0.152463031,-0.104771108,0.00168856,0.24,1
2005-1314-1324,-0.506184274,0.366027402,0.146055642,-0.095007461,0.362982955,-0.531797216,-0.25237018,0.004067878,0.9,1
2005-1314-1437,-0.054059635,0.136910927,-0.317435793,0.073991561,0.250315918,0.018170591,0.168266309,0.000307012,0.24,1
2005-1314-1458,-0.000926199,0.294803886,0.25770374,-0.089534771,0.071915008,-0.247696351,0.30307556,0.000767528,0.3,1
2005-1320-1458,0.230462522,0.021331029,0.331100443,-0.039480369,-0.058586402,-0.199401526,0.668745836,-0.003223608,-0.3,0
2005-1324-1105,0.203681716,0.437253732,-0.107392597,-0.039366355,0.207265263,0.334775863,0.517244661,-0.010284518,0,1
2005-1324-1314,0.506184274,-0.366027402,-0.146055642,0.095007461,-0.362982955,0.531797216,0.25237018,-0.004067878,-0.9,0
2005-1325-1196,0.264188301,-0.173206606,-0.244750123,-0.035871715,-0.346863975,0.120744978,0.348853894,-0.00583315,-0.54,0
2005-1328-1310,-0.493818763,-0.001407246,0.14196587,-0.267769969,0.074116429,-0.18098289,-0.465507017,0.001842066,0.66,1
2005-1328-1428,-0.001360449,0.031575777,0.119474798,0.247274616,0.025382104,0.045112465,-0.330082801,0.001918818,0.18,0
2005-1329-1112,0.027728262,0.131093374,-0.182473323,-0.119817386,0.081818546,0.068713651,0.024298463,-0.001458302,0.06,0
2005-1329-1356,0.117375183,0.329396798,-0.074984496,0.125963416,0.294058449,0.157935846,0.068378321,0.001611808,0.3,1
2005-1329-1368,0.089079055,0.620474298,-0.257789278,0.020737416,0.687867023,0.186687918,0.04840658,0.011205446,0.78,1
2005-1330-1277,-0.036440603,-0.435517191,0.229540449,0.06436215,-0.142526317,-0.085454027,-0.198875491,-0.00168856,-0.42,0
2005-1334-1338,0.077606338,-0.056132214,-0.19443791,-0.470758487,0.019103764,0.094019485,-0.031473062,0.004067878,0.06,1
2005-1334-1449,0.011970738,-0.182097584,0.108921583,-0.535010807,-0.027566371,-0.25019263,-0.017467952,0.000690776,-0.42,0
2005-1338-1334,-0.077606338,0.056132214,0.19443791,0.470758487,-0.019103764,-0.094019485,0.031473062,-0.004067878,-0.06,0
2005-1356-1329,-0.117375183,-0.329396798,0.074984496,-0.125963416,-0.294058449,-0.157935846,-0.068378321,-0.001611808,-0.3,0
2005-1368-1329,-0.089079055,-0.620474298,0.257789278,-0.020737416,-0.687867023,-0.186687918,-0.04840658,-0.011205446,-0.78,0
2005-1390-1280,0.011484863,-0.031519488,-0.122046276,0.47022192,0.024644485,-0.092145956,0.439517398,-0.000767528,0.06,0
2005-1393-1436,-0.146014461,0.104673744,0.463170669,-0.052156431,-0.264107681,-0.132909722,0.016794418,-0.0057564,0.54,0
2005-1400-1305,0.146946733,0.242572558,-0.069494044,-0.34833489,0.661375631,0.067668697,0.026648511,-0.004835392,0.06,0
2005-1403-1211,-0.155197493,-0.284989755,-0.006955285,-0.122428064,-0.011716137,0.030509494,0.134450521,0.002379334,-0.18,1
2005-1403-1417,-0.029714275,0.049450611,0.176432222,0.02271479,0.171653696,-0.154114903,0.275306934,0.000383764,0.3,1
2005-1403-1452,-0.112774557,-0.128990949,-0.033990548,-0.355483989,0.098074757,-0.166992115,0.082061306,-0.00330036,0.06,0
2005-1412-1112,0.070549008,-0.167496003,-0.075545838,0.388704697,-0.310983664,0.066206816,0.034767521,-0.002532838,-0.48,0
2005-1417-1403,0.029714275,-0.049450611,-0.176432222,-0.02271479,-0.171653696,0.154114903,-0.275306934,-0.000383764,-0.3,0
2005-1418-1257,0.10630635,-0.201948191,-0.173240596,0.090809741,-0.376586024,0.355569394,0.235685577,-0.002839848,-0.54,0
2005-1428-1246,0.113482112,0.071155968,-0.248529821,0.309795367,0.13598495,0.087105899,0.056598801,0.003837622,-0.24,0
2005-1428-1328,0.001360449,-0.031575777,-0.119474798,-0.247274616,-0.025382104,-0.045112465,0.330082801,-0.001918818,-0.18,1
2005-1429-1112,0.011512194,0.010821719,-0.084869448,0.153612223,-0.059844357,-0.211877645,-0.19872175,-0.012817022,-0.66,0
2005-1436-1277,0.155167126,-0.197639205,-0.150760216,0.095371453,0.018560556,-0.048315935,-0.228115643,-0.001765314,-0.48,0
2005-1436-1393,0.146014461,-0.104673744,-0.463170669,0.052156431,0.264107681,0.132909722,-0.016794418,0.0057564,-0.54,1
2005-1437-1196,-0.003911291,-0.008474433,0.182590937,0.067518913,-0.173546347,-0.112200631,0.009444115,0.005219146,-0.06,1
2005-1437-1307,-0.135012435,0.068448427,0.321322413,-0.125526271,-0.182283417,-0.244640652,0.009363584,-0.000460516,0.42,1
2005-1437-1314,0.054059635,-0.136910927,0.317435793,-0.073991561,-0.250315918,-0.018170591,-0.168266309,-0.000307012,-0.24,0
2005-1448-1151,0.057642961,0.756149663,0.110942412,-0.030010611,0.554672446,0.011541993,0.126697561,0.003070104,0.78,1
2005-1448-1452,0.037980219,0.347862675,-0.055182516,0.0483924,0.220679639,-0.122338797,0.063385386,-0.003377112,0.3,0
2005-1449-1257,0.140949217,0.14168149,-0.272902722,0.156853113,-0.073287323,0.434912023,0.078056709,-0.000383764,0.18,0
2005-1449-1285,-0.112015378,0.558333146,-0.080752946,0.587165989,0.201341438,0.143111219,0.028661791,0.009133334,0.9,1
2005-1449-1334,-0.011970738,0.182097584,-0.108921583,0.535010807,0.027566371,0.25019263,0.017467952,-0.000690776,0.42,1
2005-1452-1166,-0.020692189,-0.020444464,0.079223959,-0.189442389,-0.308627857,0.08521126,-0.003784967,0.006523898,0.18,1
2005-1452-1257,0.171328533,-0.028125211,-0.066281034,0.095967475,-0.224802301,0.373238619,0.252421427,-0.005679648,-0.18,0
2005-1452-1403,0.112774557,0.128990949,0.033990548,0.355483989,-0.098074757,0.166992115,-0.082061306,0.00330036,-0.06,1
2005-1452-1448,-0.037980219,-0.347862675,0.055182516,-0.0483924,-0.220679639,0.122338797,-0.063385386,0.003377112,-0.3,1
2005-1457-1211,-0.153518188,-0.475511112,0.126788273,0.213836002,-0.103501118,-0.055118692,-0.184233453,-0.002993352,-0.66,0
2005-1458-1137,-0.070324291,0.267340081,-0.21191968,-0.164964227,0.124417481,0.281863185,-0.193077244,0.00053727,0.48,1
2005-1458-1301,-0.172761864,-0.148571364,-0.369228878,0.089762436,0.119013992,0.071816848,-0.348700153,0,0.24,1
2005-1458-1314,0.000926199,-0.294803886,-0.25770374,0.089534771,-0.071915008,0.247696351,-0.30307556,-0.000767528,-0.3,0
2005-1458-1320,-0.230462522,-0.021331029,-0.331100443,0.039480369,0.058586402,0.199401526,-0.668745836,0.003223608,0.3,1
2006-1102-1228,0.167590335,-0.098912481,0.000491842,-0.225930241,0.231332232,0.235389113,0.085172739,-0.000844282,-0.54,0
2006-1104-1266,0.115926669,-0.039689956,0.267743729,0.038394725,-0.288580626,0.050706663,0.137349645,-0.009747302,-0.18,1
2006-1104-1417,0.247319338,-0.090958728,0.30498471,-0.440950314,-0.008502633,0.116575717,0.184226132,-0.001228044,-0.48,0
2006-1107-1163,0.329793534,-0.327007295,-0.646301563,-0.006616375,0.073470298,0.290639744,0.272686009,0.000767528,-0.9,0
2006-1112-1437,0.056883782,-0.227982235,-0.145109381,0.343219245,-0.316838873,0.232971997,0.097838103,-0.002225828,-0.42,0
2006-1112-1458,-0.021044448,-0.031944476,0.08538802,0.37766904,-0.157753292,0.196778586,0.07433031,-0.000614022,0.06,1
2006-1116-1137,0.046528577,0.175745277,0.555914933,0.280573687,-0.296156947,0.006501937,0.458229924,0.000844282,0.06,0
2006-1125-1417,0.473910046,-0.147363947,0.047489468,-0.487533688,0.1748672,0.204372975,0.095810181,-0.001995572,-0.78,0
2006-1130-1285,-0.04347364,0.229935492,0.191262323,0.082673673,-0.01512977,-0.126133353,0.071292087,0.00598665,0.48,1
2006-1130-1334,0.043242849,0.270841308,0.281440455,-0.030369161,-0.09817768,0.004005658,0.264032564,0.01197287,0.54,1
2006-1130-1437,0.237009684,0.03949857,-0.105072386,0.069628763,-0.039545535,-0.019046664,0.229565205,-0.000844282,-0.18,0
2006-1133-1242,0.097205309,-0.109264179,-0.14594872,0.089181796,-0.240784049,0.341193359,-0.271434114,0.002532838,-0.54,1
2006-1133-1272,0.021721636,-0.131025826,-0.235533435,-0.076774822,-0.103009372,0.180798176,0.058465661,-0.003530616,-0.72,0
2006-1133-1338,-0.010555628,-0.156913516,0.065201121,-0.155666217,-0.09368335,0.104458471,-0.26860088,-0.000921034,-0.48,1
2006-1137-1116,-0.046528577,-0.175745277,-0.555914933,-0.280573687,0.296156947,-0.006501937,-0.458229924,-0.000844282,-0.06,1
2006-1137-1272,0.086139513,-0.143291379,-0.586836815,-0.219183754,0.193616449,0.075833061,0.159861779,0.001535056,-0.48,0
2006-1143-1301,-0.008867213,-0.070063945,-0.193074653,0.122414888,0.018514812,0.101012233,0.292401514,-0.002149076,0.18,0
2006-1163-1107,-0.329793534,0.327007295,0.646301563,0.006616375,-0.073470298,-0.290639744,-0.272686009,-0.000767528,0.9,1
2006-1163-1206,0.003968989,0.274736564,0.530093236,0.085799839,0.057025394,-0.054538162,-0.073371256,0.000997786,0.6,0
2006-1163-1246,-0.183135289,0.097724765,0.596871458,-0.097976915,0.092373933,-0.336892159,-0.130841258,-0.001611808,0.42,1
2006-1163-1449,-0.152239731,0.087254858,0.578512927,0.073854042,0.001772573,-0.372800583,-0.10471254,0.00168856,0.24,1
2006-1172-1326,0.406163928,-0.107983586,-0.126349892,0.024207436,-0.040071589,-0.020999356,0.36649023,0.000153506,-0.78,0
2006-1181-1203,-0.014059999,0.320182154,-0.037738169,-0.049502727,0.173231858,-0.048073168,-0.185712299,0.000767528,0.42,1
2006-1181-1380,-0.104666523,0.682060996,0.108825353,-0.18971642,0.388673829,0.190012772,-0.089828908,0.000767528,0.9,1
2006-1196-1206,0.016401308,0.20944881,0.204365631,0.031321094,0.207814189,0.050437509,0.01385869,-0.001535056,0.48,1
2006-1196-1207,-0.133563921,-0.030376804,0.137427026,-0.072091686,0.211759593,-0.12635501,-0.20669434,0.000383764,0.24,1
2006-1196-1375,-0.189311971,0.16590863,0.513012424,0.093419036,0.139873175,-0.429497261,0.123044373,0.0057564,0.66,1
2006-1196-1417,0.027722189,0.043576768,0.320632765,-0.353873288,0.263535883,-0.049846423,-0.077639411,0.000767528,-0.06,1
2006-1196-1437,-0.009708384,-0.056346115,0.026837457,-0.100573549,0.100739335,-0.115361881,-0.13623685,-0.000153506,-0.12,1
2006-1203-1181,0.014059999,-0.320182154,0.037738169,0.049502727,-0.173231858,0.048073168,0.185712299,-0.000767528,-0.42,0
2006-1206-1163,-0.003968989,-0.274736564,-0.530093236,-0.085799839,-0.057025394,0.054538162,0.073371256,-0.000997786,-0.6,1
2006-1206-1196,-0.016401308,-0.20944881,-0.204365631,-0.031321094,-0.207814189,-0.050437509,-0.01385869,0.001535056,-0.48,0
2006-1206-1277,-0.206159677,-0.215333911,0.095738084,0.063923406,-0.08698188,-0.236919602,-0.361226417,0.002686342,-0.3,1
2006-1206-1314,-0.071229233,-0.247872245,-0.007324167,0.008461704,-0.107372189,-0.115340771,-0.103262978,0.000383764,-0.48,1
2006-1206-1455,-0.143761217,-0.105079031,0.245017428,-0.32249652,-0.078988147,-0.095175267,-0.145022073,0.001304798,-0.24,1
2006-1207-1196,0.133563921,0.030376804,-0.137427026,0.072091686,-0.211759593,0.12635501,0.20669434,-0.000383764,-0.24,0
2006-1207-1320,0.108486713,0.230917749,0.104879926,0.225395178,0.064578842,0.100421148,0.09221556,0.00583315,0.18,1
2006-1207-1326,0.140827748,0.060536892,0.225338409,0.09092523,-0.056076209,-0.066581522,0.29287738,0.001151292,-0.3,1
2006-1211-1231,0.326191987,0.27910184,0.056310545,0.477579863,-0.201175616,-0.082155561,0.25050332,0.001458302,0.18,1
2006-1211-1417,0.360333796,0.110882512,-0.014712486,-0.050801726,0.077913167,0.176037829,0.124991764,-0.001611808,-0.06,0
2006-1211-1462,0.156147985,0.227503771,-0.306112739,0.490950746,-0.063360913,0.217572118,0.214688893,0.001995572,0.66,1
2006-1214-1284,0.110363404,-0.10071094,-0.083896457,-0.030309821,-0.122644908,0.013579126,-0.063070582,-0.002763096,0,0
2006-1228-1102,-0.167590335,0.098912481,-0.000491842,0.225930241,-0.231332232,-0.235389113,-0.085172739,0.000844282,0.54,1
2006-1228-1449,-0.153739869,0.006656272,-0.093893677,-0.222179043,-0.026708675,-0.217466567,-0.026289781,-0.002225828,0.06,0
2006-1231-1211,-0.326191987,-0.27910184,-0.056310545,-0.477579863,0.201175616,0.082155561,-0.25050332,-0.001458302,-0.18,0
2006-1231-1361,-0.197016122,-0.106871862,-0.071445373,-0.409451704,-0.027303344,0.034932078,-0.152958058,0.00414463,0.3,1
2006-1234-1322,-0.408064913,-0.081178371,0.245707076,-0.102520476,-0.150737333,-0.299226312,-0.179203912,-0.003070104,0.66,0
2006-1242-1133,-0.097205309,0.109264179,0.14594872,-0.089181796,0.240784049,-0.341193359,0.271434114,-0.002532838,0.54,0
2006-1245-1338,0.176360373,-0.118273366,-0.18924684,-0.022338805,0.018571992,0.400713524,-0.081651329,-0.000307012,-0.42,0
2006-1246-1163,0.183135289,-0.097724765,-0.596871458,0.097976915,-0.092373933,0.336892159,0.130841258,0.001611808,-0.42,0
2006-1246-1412,0.035380789,0.136452165,-0.107440712,-0.060728391,0.056202005,0.165224137,-0.214117854,-0.00107454,0.06,1
2006-1266-1104,-0.115926669,0.039689956,-0.267743729,-0.038394725,0.288580626,-0.050706663,-0.137349645,0.009747302,0.18,0
2006-1272-1133,-0.021721636,0.131025826,0.235533435,0.076774822,0.103009372,-0.180798176,-0.058465661,0.003530616,0.72,1
2006-1272-1137,-0.086139513,0.143291379,0.586836815,0.219183754,-0.193616449,-0.075833061,-0.159861779,-0.001535056,0.48,1
2006-1272-1331,-0.324946933,0.137116385,0.333393923,-0.089505363,-0.192615803,-0.319106828,-0.362734547,-0.001228044,0.9,1
2006-1272-1417,-0.048189661,-0.076055997,0.466896906,-0.274716396,0.044182815,-0.166306034,-0.200844846,-0.000307012,0.06,0
2006-1277-1206,0.206159677,0.215333911,-0.095738084,-0.063923406,0.08698188,0.236919602,0.361226417,-0.002686342,0.3,0
2006-1284-1214,-0.110363404,0.10071094,0.083896457,0.030309821,0.122644908,-0.013579126,0.063070582,0.002763096,0,1
2006-1284-1437,0.134213779,-0.578560894,-0.161447084,0.019580946,-0.21473866,-0.124581754,-0.111638225,-0.002839848,-0.9,0
2006-1285-1130,0.04347364,-0.229935492,-0.191262323,-0.082673673,0.01512977,0.126133353,-0.071292087,-0.00598665,-0.48,0
2006-1285-1305,0.267531726,0.022029023,-0.227872463,-0.028752056,0.077427139,0.199575685,0.37367215,0.002686342,-0.42,1
2006-1293-1314,0.046616642,-0.352129444,0.171882685,-0.019772339,-0.126841904,-0.042410361,-0.14665466,-0.00414463,-0.66,0
2006-1301-1143,0.008867213,0.070063945,0.193074653,-0.122414888,-0.018514812,-0.101012233,-0.292401514,0.002149076,-0.18,1
2006-1301-1400,0.090181383,-0.169134037,-0.136790839,0.253076348,-0.010978518,0.217619616,-0.092032535,-0.00053727,-0.48,0
2006-1305-1285,-0.267531726,-0.022029023,0.227872463,0.028752056,-0.077427139,-0.199575685,-0.37367215,-0.002686342,0.42,0
2006-1314-1206,0.071229233,0.247872245,0.007324167,-0.008461704,0.107372189,0.115340771,0.103262978,-0.000383764,0.48,0
2006-1314-1293,-0.046616642,0.352129444,-0.171882685,0.019772339,0.126841904,0.042410361,0.14665466,0.00414463,0.66,1
2006-1320-1207,-0.108486713,-0.230917749,-0.104879926,-0.225395178,-0.064578842,-0.100421148,-0.09221556,-0.00583315,-0.18,0
2006-1322-1234,0.408064913,0.081178371,-0.245707076,0.102520476,0.150737333,0.299226312,0.179203912,0.003070104,-0.66,1
2006-1322-1452,0.038484314,-0.265327719,0.075781066,0.16509579,0.082338882,-0.218369027,0.011186518,-0.003453864,-0.48,0
2006-1326-1172,-0.406163928,0.107983586,0.126349892,-0.024207436,0.040071589,0.020999356,-0.36649023,-0.000153506,0.78,1
2006-1326-1207,-0.140827748,-0.060536892,-0.225338409,-0.09092523,0.056076209,0.066581522,-0.29287738,-0.001151292,0.3,0
2006-1331-1272,0.324946933,-0.137116385,-0.333393923,0.089505363,0.192615803,0.319106828,0.362734547,0.001228044,-0.9,0
2006-1334-1130,-0.043242849,-0.270841308,-0.281440455,0.030369161,0.09817768,-0.004005658,-0.264032564,-0.01197287,-0.54,0
2006-1338-1133,0.010555628,0.156913516,-0.065201121,0.155666217,0.09368335,-0.104458471,0.26860088,0.000921034,0.48,0
2006-1338-1245,-0.176360373,0.118273366,0.18924684,0.022338805,-0.018571992,-0.400713524,0.081651329,0.000307012,0.42,1
2006-1356-1452,-0.270289065,-0.371231396,0.16323803,0.053108752,-0.071148799,-0.305126608,-0.291076409,-0.00629365,-0.3,0
2006-1361-1231,0.197016122,0.106871862,0.071445373,0.409451704,0.027303344,-0.034932078,0.152958058,-0.00414463,-0.3,0
2006-1371-1455,-0.009753935,-0.129936618,0.134518743,-0.165782442,-0.200043457,0.131363401,-0.013353539,0.000307012,-0.18,0
2006-1375-1196,0.189311971,-0.16590863,-0.513012424,-0.093419036,-0.139873175,0.429497261,-0.123044373,-0.0057564,-0.66,0
2006-1380-1181,0.104666523,-0.682060996,-0.108825353,0.18971642,-0.388673829,-0.190012772,0.089828908,-0.000767528,-0.9,0
2006-1393-1401,0.199491046,0.122720262,0.420220046,-0.012836885,-0.12456043,-0.049054791,-0.019642295,-0.000614022,0.42,0
2006-1397-1455,0.033364409,0.147313287,0.196907812,-0.216574907,0.104816253,0.426979871,0.179672458,-0.001458302,0.3,0
2006-1397-1457,0.08537426,0.376016031,-0.06215384,0.039463364,0.133972222,0.350423787,0.292884701,0.000230258,0.78,1
2006-1400-1301,-0.090181383,0.169134037,0.136790839,-0.253076348,0.010978518,-0.217619616,0.092032535,0.00053727,0.48,1
2006-1400-1452,-0.112082186,0.052431158,0.357884439,0.103531423,0.142589215,-0.486484204,-0.1297065,-7.68E-05,0.24,1
2006-1401-1393,-0.199491046,-0.122720262,-0.420220046,0.012836885,0.12456043,0.049054791,0.019642295,0.000614022,-0.42,1
2006-1412-1246,-0.035380789,-0.136452165,0.107440712,0.060728391,-0.056202005,-0.165224137,0.214117854,0.00107454,-0.06,0
2006-1417-1104,-0.247319338,0.090958728,-0.30498471,0.440950314,0.008502633,-0.116575717,-0.184226132,0.001228044,0.48,1
2006-1417-1125,-0.473910046,0.147363947,-0.047489468,0.487533688,-0.1748672,-0.204372975,-0.095810181,0.001995572,0.78,1
2006-1417-1196,-0.027722189,-0.043576768,-0.320632765,0.353873288,-0.263535883,0.049846423,0.077639411,-0.000767528,0.06,0
2006-1417-1211,-0.360333796,-0.110882512,0.014712486,0.050801726,-0.077913167,-0.176037829,-0.124991764,0.001611808,0.06,1
2006-1417-1272,0.048189661,0.076055997,-0.466896906,0.274716396,-0.044182815,0.166306034,0.200844846,0.000307012,-0.06,1
2006-1429-1449,0.180675548,-0.009946412,-0.066045805,-0.501309711,0.189425172,-0.157075606,0.206159906,-0.000307012,-0.42,0
2006-1437-1112,-0.056883782,0.227982235,0.145109381,-0.343219245,0.316838873,-0.232971997,-0.097838103,0.002225828,0.42,1
2006-1437-1130,-0.237009684,-0.03949857,0.105072386,-0.069628763,0.039545535,0.019046664,-0.229565205,0.000844282,0.18,1
2006-1437-1196,0.009708384,0.056346115,-0.026837457,0.100573549,-0.100739335,0.115361881,0.13623685,0.000153506,0.12,0
2006-1437-1284,-0.134213779,0.578560894,0.161447084,-0.019580946,0.21473866,0.124581754,0.111638225,0.002839848,0.9,1
2006-1449-1163,0.152239731,-0.087254858,-0.578512927,-0.073854042,-0.001772573,0.372800583,0.10471254,-0.00168856,-0.24,0
2006-1449-1228,0.153739869,-0.006656272,0.093893677,0.222179043,0.026708675,0.217466567,0.026289781,0.002225828,-0.06,1
2006-1449-1429,-0.180675548,0.009946412,0.066045805,0.501309711,-0.189425172,0.157075606,-0.206159906,0.000307012,0.42,1
2006-1452-1322,-0.038484314,0.265327719,-0.075781066,-0.16509579,-0.082338882,0.218369027,-0.011186518,0.003453864,0.48,1
2006-1452-1356,0.270289065,0.371231396,-0.16323803,-0.053108752,0.071148799,0.305126608,0.291076409,0.00629365,0.3,1
2006-1452-1400,0.112082186,-0.052431158,-0.357884439,-0.103531423,-0.142589215,0.486484204,0.1297065,7.68E-05,-0.24,0
2006-1455-1206,0.143761217,0.105079031,-0.245017428,0.32249652,0.078988147,0.095175267,0.145022073,-0.001304798,0.24,0
2006-1455-1371,0.009753935,0.129936618,-0.134518743,0.165782442,0.200043457,-0.131363401,0.013353539,-0.000307012,0.18,1
2006-1455-1397,-0.033364409,-0.147313287,-0.196907812,0.216574907,-0.104816253,-0.426979871,-0.179672458,0.001458302,-0.3,1
2006-1457-1397,-0.08537426,-0.376016031,0.06215384,-0.039463364,-0.133972222,-0.350423787,-0.292884701,-0.000230258,-0.78,0
2006-1458-1112,0.021044448,0.031944476,-0.08538802,-0.37766904,0.157753292,-0.196778586,-0.07433031,0.000614022,-0.06,0
2006-1462-1211,-0.156147985,-0.227503771,0.306112739,-0.490950746,0.063360913,-0.217572118,-0.214688893,-0.001995572,-0.66,0
2007-1107-1438,0.094748605,-0.109010875,-0.053022689,0.002394471,0.030413924,0.223794345,-0.021370056,-0.001458302,-0.54,0
2007-1112-1345,0.215956126,0.241021773,0.045538139,0.381488157,-0.091967956,0.114058327,0.16317088,7.68E-05,0.06,0
2007-1125-1207,0.223866773,-0.399097674,-0.410131942,0.036865091,-0.045549412,0.042183426,-0.11835892,-0.001304798,-0.78,0
2007-1130-1207,0.253225753,-0.128354874,-0.137245258,0.109172063,-0.121935879,0.305211049,0.191020038,-0.00168856,-0.3,0
2007-1130-1403,0.056668175,0.143477135,0.436253021,-0.173064179,-0.360958791,-0.167255993,-0.098658057,-0.00782863,0.18,1
2007-1139-1196,0.13808863,-0.085675928,-0.337430233,6.70E-05,-0.215882255,-0.114295817,0.33295264,-0.000997786,-0.24,0
2007-1139-1268,0.210368566,0.150800441,-0.547056434,-0.047261012,-0.081744212,0.062676138,0.208195149,-0.002456086,-0.06,1
2007-1139-1330,0.076412908,0.225139599,-0.221243291,-0.067126117,0.144007273,-0.068835034,-0.022578024,0.007751882,0.42,1
2007-1148-1326,0.420497232,-0.393381442,-0.330426833,0.138976016,0.113261706,0.277435324,-0.001617945,-0.001611808,-0.9,0
2007-1166-1305,-0.183876248,-0.115360367,-0.121089323,-0.385721424,-0.386472408,0.037734455,0.25574517,-0.000614022,-0.18,0
2007-1172-1268,0.21902321,0.008837503,-0.536786562,-0.018656271,-0.086747443,0.196023897,0.4136742,-0.001611808,-0.54,0
2007-1184-1314,0.380500633,-0.502634364,-0.18402904,0.050521911,-0.003979713,0.329572202,0.156384295,-0.001611808,-0.9,0
2007-1196-1139,-0.13808863,0.085675928,0.337430233,-6.70E-05,0.215882255,0.114295817,-0.33295264,0.000997786,0.24,1
2007-1196-1238,-0.457949062,0.539979848,0.235116438,0.009114411,0.530279552,-0.18928447,-0.394668834,0.003530616,0.9,1
2007-1196-1326,0.091389996,0.052096233,-0.172641832,-0.029079142,0.271729745,0.094985276,-0.3720176,0.000767528,0,1
2007-1196-1332,-0.146117709,0.072729268,0.367026281,-0.200724248,0.104856279,-0.204916562,-0.223620537,0.003223608,0.12,1
2007-1196-1345,0.000923162,0.30576633,0.247588906,0.084611817,0.296477154,-0.061641739,-0.309869466,0.002149076,0.48,1
2007-1196-1417,0.022729826,0.150372639,0.212887325,-0.474762262,0.215499151,0.029512038,-0.479431596,7.68E-05,0.06,1
2007-1197-1310,0.008083741,-0.159080675,0.103783975,0.050958827,0.086044131,-0.146552179,-0.066884833,0,0,0
2007-1203-1435,-0.153181113,-0.264204737,0.347887219,0.155879601,-0.028441222,-0.174027084,-0.126133843,-0.0059099,-0.3,0
2007-1207-1125,-0.223866773,0.399097674,0.410131942,-0.036865091,0.045549412,-0.042183426,0.11835892,0.001304798,0.78,1
2007-1207-1130,-0.253225753,0.128354874,0.137245258,-0.109172063,0.121935879,-0.305211049,-0.191020038,0.00168856,0.3,1
2007-1207-1314,0.059893168,0.014365163,0.249508158,-0.055332,0.070571283,-0.110659588,-0.250100664,0.000767528,-0.06,1
2007-1207-1326,0.084196014,0.05808547,0.00917392,0.04117008,0.051879213,-0.068571157,-0.241439898,-7.68E-05,-0.06,0
2007-1207-1435,-0.244899075,0.158793596,0.447955649,-0.161206951,-0.015078308,-0.361047487,-0.298185119,0.00107454,0.24,1
2007-1211-1231,0.110976821,-0.019498795,-0.127798687,-0.402306131,0.091184593,-0.100178381,0.176107121,-0.001535056,-0.18,0
2007-1221-1356,0.116694959,-0.154521199,0.043843423,-0.047356624,-0.100544923,-0.151381134,0.217317139,-0.00330036,-0.54,0
2007-1228-1439,-0.199245072,-0.194838786,-0.232630498,0.056733428,-0.085003459,-0.075854171,-0.220794623,0.000153506,-0.42,0
2007-1231-1211,-0.110976821,0.019498795,0.127798687,0.402306131,-0.091184593,0.100178381,-0.176107121,0.001535056,0.18,1
2007-1231-1417,0.120666985,0.021604035,0.217960781,0.475894939,0.059472688,0.002527945,-0.264662172,-0.001842066,-0.3,0
2007-1238-1196,0.457949062,-0.539979848,-0.235116438,-0.009114411,-0.530279552,0.18928447,0.394668834,-0.003530616,-0.9,0
2007-1242-1246,-0.221838246,-0.027106365,0.30008233,0.050479262,0.232773162,-0.252124212,-0.11857123,-0.000460516,0.42,1
2007-1242-1310,-0.620559181,0.190490397,0.76811261,-0.010635261,0.300874279,-0.558100506,-0.296376828,0.000690776,0.9,1
2007-1242-1356,-0.058660261,0.15614516,0.387207835,-0.096372741,0.153590604,-0.272120835,-0.211804412,0.015809766,0.18,1
2007-1242-1417,-0.136840539,-0.019411546,0.528901054,0.353537989,0.141279798,-0.249131844,-0.240114794,-0.001458302,0.06,0
2007-1246-1242,0.221838246,0.027106365,-0.30008233,-0.050479262,-0.232773162,0.252124212,0.11857123,0.000460516,-0.42,0
2007-1246-1437,0.052146503,0.062546439,0.108616855,-0.121027852,0.015238411,0.042880062,-0.133286479,0.008826346,0.06,1
2007-1253-1397,0.258409428,-0.0269966,-0.078881808,0.510761777,0.074573868,-0.189901943,0.253131566,-0.008672854,-0.42,0
2007-1257-1390,-0.104866946,0.109480895,-0.142741056,0.350680219,-0.093082962,-0.034794862,-0.072946637,0.00475864,0.3,1
