game_id,numot,season,team1_adjde,team1_adjoe,team1_adjtempo,team1_ap_final,team1_ap_preseason,team1_arate,team1_blockpct,team1_coaches_before_final,team1_coaches_preseason,team1_distance,team1_f3grate,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_id,team1_opparate,team1_oppblockpct,team1_oppf3grate,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppstlrate,team1_pt_career_overall_losses,team1_pt_career_school_losses,team1_pt_career_school_wins,team1_pt_coach_season_losses,team1_pt_coach_season_wins,team1_pt_overall_ff,team1_pt_overall_ncaa,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_school_ncaa,team1_pt_school_s16,team1_pt_team_season_losses,team1_pt_team_season_wins,team1_rpi_norm,team1_seed_norm,team1_stlrate,team2_adjde,team2_adjoe,team2_adjtempo,team2_ap_final,team2_ap_preseason,team2_arate,team2_blockpct,team2_coaches_before_final,team2_coaches_preseason,team2_distance,team2_f3grate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_id,team2_opparate,team2_oppblockpct,team2_oppf3grate,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppstlrate,team2_pt_career_overall_losses,team2_pt_career_school_losses,team2_pt_career_school_wins,team2_pt_coach_season_losses,team2_pt_coach_season_wins,team2_pt_overall_ff,team2_pt_overall_ncaa,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_school_ncaa,team2_pt_school_s16,team2_pt_team_season_losses,team2_pt_team_season_wins,team2_rpi_norm,team2_seed_norm,team2_stlrate,win_or_lose
2003-1328-1393,0.0,2003.0,89.4483,110.159,64.2353,3.0,3.0,56.5064,9.262,5.0,3.0,24.83068606,33.3682,47.3312,39.185,69.2063,1328.0,47.8378,7.0644,26.0579,44.4277,32.0513,66.8293,0.0847,183.0,80.0,314.0,6.0,24.0,1.0,9.0,2.0,1.0,8.0,2.0,6.0,24.0,0.500690775,0.56,0.1073,94.2499,112.2866,71.6951,13.0,,51.2745,16.8371,17.0,,2.408841981,25.1631,51.9303,34.4444,69.3548,1393.0,63.3257,6.9738,34.8868,43.5583,30.4071,65.1852,0.0952,226.0,226.0,647.0,5.0,24.0,2.0,21.0,11.0,2.0,21.0,11.0,5.0,24.0,0.499309225,0.44,0.1161,0.0
2003-1329-1335,0.0,2003.0,89.0116,103.4155,68.1061,,,49.8691,12.9839,16.0,,26.7481646,24.1279,46.9732,36.3855,64.3165,1329.0,51.9941,8.659,27.781,41.6129,33.7526,66.2461,0.0994,288.0,123.0,725.0,9.0,21.0,2.0,23.0,11.0,1.0,10.0,4.0,9.0,21.0,0.500729151,0.65,0.1277,96.3654,110.0622,64.7514,,,62.5749,6.3043,,,4.78535747,42.4581,50.6068,41.2829,70.9369,1335.0,57.6792,7.4029,36.1111,44.3478,34.2308,67.2764,0.1065,134.0,134.0,253.0,5.0,22.0,0.0,6.0,0.0,0.0,6.0,0.0,5.0,22.0,0.499270849,0.35,0.1104,1.0
2003-1329-1393,0.0,2003.0,89.0116,103.4155,68.1061,,,49.8691,12.9839,16.0,,26.7481646,24.1279,46.9732,36.3855,64.3165,1329.0,51.9941,8.659,27.781,41.6129,33.7526,66.2461,0.0994,288.0,123.0,725.0,9.0,21.0,2.0,23.0,11.0,1.0,10.0,4.0,9.0,21.0,0.498464948,0.41,0.1277,94.2499,112.2866,71.6951,13.0,,51.2745,16.8371,17.0,,5.121172647,25.1631,51.9303,34.4444,69.3548,1393.0,63.3257,6.9738,34.8868,43.5583,30.4071,65.1852,0.0952,226.0,226.0,647.0,5.0,24.0,2.0,21.0,11.0,2.0,21.0,11.0,5.0,24.0,0.501535052,0.59,0.1161,0.0
2003-1332-1428,0.0,2003.0,97.7407,110.4645,72.466,,11.0,61.1349,6.2457,,9.0,37.7560441,36.9299,50.0,38.6454,77.3723,1332.0,45.3901,8.9425,27.2954,44.9554,34.9177,70.4663,0.0858,147.0,67.0,207.0,9.0,23.0,0.0,3.0,1.0,0.0,2.0,1.0,9.0,23.0,0.495586827,0.53,0.1068,93.6789,106.2703,62.9445,,,56.2842,10.6822,,,26.05828979,36.7872,48.8846,38.0,70.903,1428.0,49.7696,7.3715,29.1799,45.5117,31.3725,69.6275,0.0954,141.0,89.0,406.0,7.0,24.0,1.0,10.0,4.0,1.0,9.0,4.0,7.0,24.0,0.504413173,0.47,0.0784,0.0
2003-1335-1329,0.0,2003.0,96.3654,110.0622,64.7514,,,62.5749,6.3043,,,4.78535747,42.4581,50.6068,41.2829,70.9369,1335.0,57.6792,7.4029,36.1111,44.3478,34.2308,67.2764,0.1065,134.0,134.0,253.0,5.0,22.0,0.0,6.0,0.0,0.0,6.0,0.0,5.0,22.0,0.499270849,0.35,0.1104,89.0116,103.4155,68.1061,,,49.8691,12.9839,16.0,,26.7481646,24.1279,46.9732,36.3855,64.3165,1329.0,51.9941,8.659,27.781,41.6129,33.7526,66.2461,0.0994,288.0,123.0,725.0,9.0,21.0,2.0,23.0,11.0,1.0,10.0,4.0,9.0,21.0,0.500729151,0.65,0.1277,0.0
2003-1338-1231,0.0,2003.0,87.0205,111.9746,66.6445,4.0,5.0,65.9574,11.3849,9.0,4.0,12.72359613,32.3896,57.3702,36.3636,64.0374,1338.0,54.6921,8.794,32.7429,42.9907,30.7155,68.9369,0.0891,100.0,39.0,164.0,4.0,26.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,26.0,0.500614022,0.65,0.1207,98.9495,111.5878,64.9485,,21.0,59.6447,12.1781,,21.0,11.90947793,39.2761,47.5089,34.9381,71.8421,1231.0,50.3641,10.7651,27.4975,46.2074,29.3578,71.7325,0.0956,37.0,37.0,66.0,12.0,20.0,1.0,2.0,1.0,1.0,2.0,1.0,12.0,20.0,0.499385978,0.35,0.0652,1.0
2003-1338-1266,0.0,2003.0,87.0205,111.9746,66.6445,4.0,5.0,65.9574,11.3849,9.0,4.0,21.57641137,32.3896,57.3702,36.3636,64.0374,1338.0,54.6921,8.794,32.7429,42.9907,30.7155,68.9369,0.0891,100.0,39.0,164.0,4.0,26.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,26.0,0.498925462,0.53,0.1207,97.0902,116.5789,67.3605,9.0,18.0,59.1565,9.1051,12.0,19.0,17.24314579,27.1513,51.2839,39.7638,77.0751,1266.0,55.2826,6.2362,34.4053,45.9144,33.2344,69.1824,0.0949,40.0,40.0,79.0,5.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,23.0,0.501074538,0.47,0.0882,0.0
2003-1338-1447,0.0,2003.0,87.0205,111.9746,66.6445,4.0,5.0,65.9574,11.3849,9.0,4.0,12.72359613,32.3896,57.3702,36.3636,64.0374,1338.0,54.6921,8.794,32.7429,42.9907,30.7155,68.9369,0.0891,100.0,39.0,164.0,4.0,26.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,26.0,0.502494446,0.89,0.1207,104.9877,103.8778,68.168,,,59.1908,6.7887,,,15.16296449,32.0283,51.2,38.2003,72.7273,1447.0,53.584,6.96,28.4779,49.733,38.1226,71.6071,0.1099,49.0,49.0,67.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.497505554,0.11,0.1067,1.0
2003-1345-1261,0.0,2003.0,91.3159,103.563,70.7688,,,50.3497,7.4431,23.0,,4.263523165,28.4667,47.6516,33.691,75.1651,1345.0,55.7522,9.3937,30.7039,45.2715,31.8182,72.5041,0.0776,253.0,234.0,525.0,10.0,18.0,0.0,17.0,5.0,0.0,16.0,5.0,10.0,18.0,0.501381548,0.47,0.1028,92.1824,110.0228,69.1973,,,60.517,10.8642,,,7.233498649,32.3147,53.1773,37.6532,64.613,1261.0,48.7772,6.5217,32.1987,43.786,35.3553,67.5573,0.1092,157.0,80.0,191.0,10.0,21.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,21.0,0.498618452,0.53,0.117,1.0
2003-1345-1400,0.0,2003.0,91.3159,103.563,70.7688,,,50.3497,7.4431,23.0,,4.263523165,28.4667,47.6516,33.691,75.1651,1345.0,55.7522,9.3937,30.7039,45.2715,31.8182,72.5041,0.0776,253.0,234.0,525.0,10.0,18.0,0.0,17.0,5.0,0.0,16.0,5.0,10.0,18.0,0.498618452,0.26,0.1028,96.4505,118.7559,70.7742,5.0,4.0,52.1834,8.705,4.0,5.0,12.43330942,26.764,47.8405,35.6364,72.1271,1400.0,45.0307,6.9767,29.19,44.2446,34.904,66.4781,0.0968,183.0,49.0,314.0,6.0,22.0,0.0,10.0,2.0,0.0,4.0,1.0,6.0,22.0,0.501381548,0.74,0.0878,0.0
2003-1354-1328,0.0,2003.0,103.9392,96.288,73.3571,,,41.3072,7.8345,,,16.80145706,28.7411,50.3333,33.2645,69.9488,1354.0,50.8065,8.0833,36.5363,45.6866,34.4037,65.3491,0.1335,199.0,199.0,276.0,10.0,20.0,0.0,4.0,0.0,0.0,4.0,0.0,10.0,20.0,0.498311444,0.05,0.1095,89.4483,110.159,64.2353,3.0,3.0,56.5064,9.262,5.0,3.0,0.288232936,33.3682,47.3312,39.185,69.2063,1328.0,47.8378,7.0644,26.0579,44.4277,32.0513,66.8293,0.0847,183.0,80.0,314.0,6.0,24.0,1.0,9.0,2.0,1.0,8.0,2.0,6.0,24.0,0.501688556,0.95,0.1073,0.0
2003-1356-1281,0.0,2003.0,98.7394,109.4424,68.5071,,,50.6494,8.0201,,,2.88724634,27.4444,50.2297,38.664,69.9834,1356.0,51.0724,5.6662,28.1944,46.3659,40.6383,68.7898,0.0747,53.0,53.0,103.0,6.0,24.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,24.0,0.498388196,0.35,0.1151,94.1936,110.0055,67.0266,24.0,19.0,51.954,10.4121,22.0,18.0,4.321940546,35.6815,49.0476,36.0515,66.1667,1281.0,54.1409,7.619,30.2923,44.0347,33.2779,67.5896,0.0996,48.0,48.0,83.0,10.0,21.0,0.0,3.0,1.0,0.0,3.0,1.0,10.0,21.0,0.501611804,0.65,0.0815,0.0
2003-1358-1196,0.0,2003.0,98.898,101.0464,68.3282,,,63.5556,13.7168,,,27.1162236,33.7784,49.7984,35.7708,70.7504,1358.0,66.6667,7.2581,30.5043,42.3894,32.2581,68.2805,0.1005,56.0,56.0,85.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.499616236,0.11,0.1087,94.0116,115.8386,66.9893,10.0,7.0,61.3817,10.1236,7.0,7.0,17.01726742,39.6013,53.1668,39.0476,70.31,1196.0,59.7484,9.8127,31.0969,46.5997,32.8767,65.1601,0.0926,92.0,72.0,183.0,7.0,24.0,1.0,4.0,2.0,1.0,4.0,2.0,7.0,24.0,0.500383764,0.89,0.1114,0.0
2003-1360-1390,0.0,2003.0,95.8017,103.9853,72.1541,,,64.1873,8.0134,,,14.88935487,33.5256,50.9161,37.8585,66.3199,1360.0,52.0422,10.0289,31.5429,46.995,35.5072,68.3426,0.1069,141.0,110.0,167.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.496469428,0.23,0.0728,94.8152,108.5081,67.1391,18.0,,56.6392,8.9518,21.0,,11.27943904,33.6623,48.5513,35.6481,67.7515,1390.0,48.2097,5.6382,31.9979,45.4476,30.5691,71.131,0.0947,242.0,165.0,515.0,8.0,23.0,1.0,10.0,3.0,1.0,10.0,3.0,8.0,23.0,0.503530572,0.77,0.0779,0.0
2003-1386-1120,1.0,2003.0,88.3847,107.5022,65.9758,,,57.5172,14.4864,,,14.02810497,40.1955,49.6425,36.3222,68.6179,1386.0,55.9934,8.2737,30.5064,38.8938,33.2,65.2529,0.0926,96.0,96.0,149.0,6.0,23.0,0.0,2.0,1.0,0.0,2.0,1.0,6.0,23.0,0.500614022,0.59,0.1092,93.7798,104.4508,68.1404,,,51.7119,13.8539,,,5.531248245,30.2146,51.8139,34.6084,66.9782,1120.0,52.8736,7.7287,36.4122,46.7674,33.1378,68.4116,0.1154,323.0,110.0,520.0,11.0,20.0,0.0,7.0,2.0,0.0,2.0,1.0,11.0,20.0,0.499385978,0.41,0.1149,0.0
2003-1390-1163,0.0,2003.0,94.8152,108.5081,67.1391,18.0,,56.6392,8.9518,21.0,,11.27943904,33.6623,48.5513,35.6481,67.7515,1390.0,48.2097,5.6382,31.9979,45.4476,30.5691,71.131,0.0947,242.0,165.0,515.0,8.0,23.0,1.0,10.0,3.0,1.0,10.0,3.0,8.0,23.0,0.499846494,0.53,0.0779,93.6982,110.588,72.5331,23.0,15.0,52.0747,16.6667,24.0,14.0,45.55274934,24.6962,49.5804,38.5827,67.663,1163.0,54.3452,8.9735,30.705,40.7631,31.4199,73.1322,0.1028,296.0,159.0,647.0,9.0,21.0,1.0,15.0,8.0,1.0,10.0,8.0,9.0,21.0,0.500153506,0.47,0.0792,0.0
2003-1390-1360,0.0,2003.0,94.8152,108.5081,67.1391,18.0,,56.6392,8.9518,21.0,,11.27943904,33.6623,48.5513,35.6481,67.7515,1390.0,48.2097,5.6382,31.9979,45.4476,30.5691,71.131,0.0947,242.0,165.0,515.0,8.0,23.0,1.0,10.0,3.0,1.0,10.0,3.0,8.0,23.0,0.503530572,0.77,0.0779,95.8017,103.9853,72.1541,,,64.1873,8.0134,,,14.88935487,33.5256,50.9161,37.8585,66.3199,1360.0,52.0422,10.0289,31.5429,46.995,35.5072,68.3426,0.1069,141.0,110.0,167.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.496469428,0.23,0.0728,1.0
2003-1393-1120,0.0,2003.0,94.2499,112.2866,71.6951,13.0,,51.2745,16.8371,17.0,,2.408841981,25.1631,51.9303,34.4444,69.3548,1393.0,63.3257,6.9738,34.8868,43.5583,30.4071,65.1852,0.0952,226.0,226.0,647.0,5.0,24.0,2.0,21.0,11.0,2.0,21.0,11.0,5.0,24.0,0.501074538,0.71,0.1161,93.7798,104.4508,68.1404,,,51.7119,13.8539,,,15.45198516,30.2146,51.8139,34.6084,66.9782,1120.0,52.8736,7.7287,36.4122,46.7674,33.1378,68.4116,0.1154,323.0,110.0,520.0,11.0,20.0,0.0,7.0,2.0,0.0,2.0,1.0,11.0,20.0,0.498925462,0.29,0.1149,1.0
2003-1393-1242,0.0,2003.0,94.2499,112.2866,71.6951,13.0,,51.2745,16.8371,17.0,,19.09119133,25.1631,51.9303,34.4444,69.3548,1393.0,63.3257,6.9738,34.8868,43.5583,30.4071,65.1852,0.0952,226.0,226.0,647.0,5.0,24.0,2.0,21.0,11.0,2.0,21.0,11.0,5.0,24.0,0.499385978,0.47,0.1161,88.2407,111.7339,73.7257,6.0,2.0,54.7187,11.4733,6.0,2.0,10.38406811,22.8825,53.479,33.3333,65.2174,1242.0,48.0899,9.0282,30.2093,42.1773,36.5964,69.4794,0.0937,100.0,100.0,413.0,7.0,25.0,3.0,13.0,8.0,3.0,13.0,8.0,7.0,25.0,0.500614022,0.53,0.1325,1.0
2003-1393-1264,0.0,2003.0,94.2499,112.2866,71.6951,13.0,,51.2745,16.8371,17.0,,5.121172647,25.1631,51.9303,34.4444,69.3548,1393.0,63.3257,6.9738,34.8868,43.5583,30.4071,65.1852,0.0952,226.0,226.0,647.0,5.0,24.0,2.0,21.0,11.0,2.0,21.0,11.0,5.0,24.0,0.501803684,0.83,0.1161,94.1805,104.3127,69.6763,,,54.0052,9.178,,,3.200706278,27.7457,48.64,34.5833,78.7623,1264.0,50.7868,10.8,24.4726,45.411,32.0197,72.5601,0.0969,45.0,45.0,69.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.498196316,0.17,0.1275,1.0
2003-1393-1328,0.0,2003.0,94.2499,112.2866,71.6951,13.0,,51.2745,16.8371,17.0,,2.408841981,25.1631,51.9303,34.4444,69.3548,1393.0,63.3257,6.9738,34.8868,43.5583,30.4071,65.1852,0.0952,226.0,226.0,647.0,5.0,24.0,2.0,21.0,11.0,2.0,21.0,11.0,5.0,24.0,0.499309225,0.44,0.1161,89.4483,110.159,64.2353,3.0,3.0,56.5064,9.262,5.0,3.0,24.83068606,33.3682,47.3312,39.185,69.2063,1328.0,47.8378,7.0644,26.0579,44.4277,32.0513,66.8293,0.0847,183.0,80.0,314.0,6.0,24.0,1.0,9.0,2.0,1.0,8.0,2.0,6.0,24.0,0.500690775,0.56,0.1073,1.0
2003-1393-1329,0.0,2003.0,94.2499,112.2866,71.6951,13.0,,51.2745,16.8371,17.0,,5.121172647,25.1631,51.9303,34.4444,69.3548,1393.0,63.3257,6.9738,34.8868,43.5583,30.4071,65.1852,0.0952,226.0,226.0,647.0,5.0,24.0,2.0,21.0,11.0,2.0,21.0,11.0,5.0,24.0,0.501535052,0.59,0.1161,89.0116,103.4155,68.1061,,,49.8691,12.9839,16.0,,26.7481646,24.1279,46.9732,36.3855,64.3165,1329.0,51.9941,8.659,27.781,41.6129,33.7526,66.2461,0.0994,288.0,123.0,725.0,9.0,21.0,2.0,23.0,11.0,1.0,10.0,4.0,9.0,21.0,0.498464948,0.41,0.1277,1.0
2003-1393-1400,0.0,2003.0,94.2499,112.2866,71.6951,13.0,,51.2745,16.8371,17.0,,19.09119133,25.1631,51.9303,34.4444,69.3548,1393.0,63.3257,6.9738,34.8868,43.5583,30.4071,65.1852,0.0952,226.0,226.0,647.0,5.0,24.0,2.0,21.0,11.0,2.0,21.0,11.0,5.0,24.0,0.500038376,0.44,0.1161,96.4505,118.7559,70.7742,5.0,4.0,52.1834,8.705,4.0,5.0,7.69385279,26.764,47.8405,35.6364,72.1271,1400.0,45.0307,6.9767,29.19,44.2446,34.904,66.4781,0.0968,183.0,49.0,314.0,6.0,22.0,0.0,10.0,2.0,0.0,4.0,1.0,6.0,22.0,0.499961624,0.56,0.0878,1.0
2003-1400-1163,0.0,2003.0,96.4505,118.7559,70.7742,5.0,4.0,52.1834,8.705,4.0,5.0,15.3586317,26.764,47.8405,35.6364,72.1271,1400.0,45.0307,6.9767,29.19,44.2446,34.904,66.4781,0.0968,183.0,49.0,314.0,6.0,22.0,0.0,10.0,2.0,0.0,4.0,1.0,6.0,22.0,0.502494446,0.62,0.0878,93.6982,110.588,72.5331,23.0,15.0,52.0747,16.6667,24.0,14.0,21.25313987,24.6962,49.5804,38.5827,67.663,1163.0,54.3452,8.9735,30.705,40.7631,31.4199,73.1322,0.1028,296.0,159.0,647.0,9.0,21.0,1.0,15.0,8.0,1.0,10.0,8.0,9.0,21.0,0.497505554,0.38,0.0792,1.0
2003-1400-1277,0.0,2003.0,96.4505,118.7559,70.7742,5.0,4.0,52.1834,8.705,4.0,5.0,15.3586317,26.764,47.8405,35.6364,72.1271,1400.0,45.0307,6.9767,29.19,44.2446,34.904,66.4781,0.0968,183.0,49.0,314.0,6.0,22.0,0.0,10.0,2.0,0.0,4.0,1.0,6.0,22.0,0.500307011,0.68,0.0878,90.8202,106.4356,64.9246,,9.0,58.3744,10.3066,,10.0,9.075473402,26.5738,48.0273,37.5262,73.5332,1277.0,54.4944,9.0288,33.5973,43.8671,33.165,71.7033,0.098,77.0,77.0,186.0,12.0,19.0,3.0,5.0,4.0,3.0,5.0,4.0,12.0,19.0,0.499692989,0.32,0.0949,1.0
2003-1400-1345,0.0,2003.0,96.4505,118.7559,70.7742,5.0,4.0,52.1834,8.705,4.0,5.0,12.43330942,26.764,47.8405,35.6364,72.1271,1400.0,45.0307,6.9767,29.19,44.2446,34.904,66.4781,0.0968,183.0,49.0,314.0,6.0,22.0,0.0,10.0,2.0,0.0,4.0,1.0,6.0,22.0,0.501381548,0.74,0.0878,91.3159,103.563,70.7688,,,50.3497,7.4431,23.0,,4.263523165,28.4667,47.6516,33.691,75.1651,1345.0,55.7522,9.3937,30.7039,45.2715,31.8182,72.5041,0.0776,253.0,234.0,525.0,10.0,18.0,0.0,17.0,5.0,0.0,16.0,5.0,10.0,18.0,0.498618452,0.26,0.1028,1.0
2003-1400-1393,0.0,2003.0,96.4505,118.7559,70.7742,5.0,4.0,52.1834,8.705,4.0,5.0,7.69385279,26.764,47.8405,35.6364,72.1271,1400.0,45.0307,6.9767,29.19,44.2446,34.904,66.4781,0.0968,183.0,49.0,314.0,6.0,22.0,0.0,10.0,2.0,0.0,4.0,1.0,6.0,22.0,0.499961624,0.56,0.0878,94.2499,112.2866,71.6951,13.0,,51.2745,16.8371,17.0,,19.09119133,25.1631,51.9303,34.4444,69.3548,1393.0,63.3257,6.9738,34.8868,43.5583,30.4071,65.1852,0.0952,226.0,226.0,647.0,5.0,24.0,2.0,21.0,11.0,2.0,21.0,11.0,5.0,24.0,0.500038376,0.44,0.1161,0.0
2003-1400-1421,0.0,2003.0,96.4505,118.7559,70.7742,5.0,4.0,52.1834,8.705,4.0,5.0,12.43330942,26.764,47.8405,35.6364,72.1271,1400.0,45.0307,6.9767,29.19,44.2446,34.904,66.4781,0.0968,183.0,49.0,314.0,6.0,22.0,0.0,10.0,2.0,0.0,4.0,1.0,6.0,22.0,0.5028782,0.95,0.0878,114.058,101.4705,68.9391,,,52.4934,7.4519,,,4.253758348,32.171,46.2687,35.6643,75.969,1421.0,56.6975,10.3648,34.2119,50.2404,36.8259,66.6667,0.1212,151.0,100.0,130.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.4971218,0.05,0.099,1.0
2003-1407-1462,0.0,2003.0,99.7752,106.4262,72.2621,,,53.6782,14.4876,,,7.993319944,43.1537,50.0,33.7915,68.4122,1407.0,60.2317,10.4348,39.4652,46.6431,33.7398,68.6275,0.085,133.0,133.0,147.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,0.497198551,0.17,0.1284,93.9608,112.706,69.9615,12.0,10.0,61.5294,7.0685,14.0,11.0,1.789375937,30.1002,48.5671,36.0771,74.5149,1462.0,49.4438,7.2398,31.8458,45.2381,32.0064,66.5169,0.0919,19.0,11.0,75.0,5.0,25.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,25.0,0.502801449,0.83,0.0767,0.0
2003-1409-1173,0.0,2003.0,95.343,105.1844,68.7832,,25.0,55.6442,11.9819,,,24.36789343,31.333,51.0441,36.7797,73.021,1409.0,49.6757,6.8832,31.5979,43.8583,30.832,68.0578,0.0984,16.0,16.0,49.0,9.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,22.0,0.500230258,0.23,0.1063,101.0134,116.4746,65.6414,16.0,,61.2466,7.4897,,,34.18201569,38.6447,50.8458,35.861,71.386,1173.0,49.5868,8.2587,28.4452,44.9383,37.2671,71.7017,0.0898,190.0,115.0,256.0,5.0,24.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,24.0,0.499769742,0.77,0.0816,1.0
2003-1409-1458,0.0,2003.0,95.343,105.1844,68.7832,,25.0,55.6442,11.9819,,,24.36789343,31.333,51.0441,36.7797,73.021,1409.0,49.6757,6.8832,31.5979,43.8583,30.832,68.0578,0.0984,16.0,16.0,49.0,9.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,22.0,0.499309225,0.26,0.1063,92.1835,111.3487,63.1091,21.0,,53.0075,7.3211,,,28.39230635,32.6756,51.4655,35.7016,73.1826,1458.0,48.9627,7.2414,28.2388,47.005,33.4038,71.9512,0.0741,47.0,20.0,71.0,7.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,22.0,0.500690775,0.74,0.1092,0.0
2003-1411-1421,1.0,2003.0,107.6051,97.6467,69.3045,,,57.1984,5.7412,,,15.01714802,33.856,51.0097,32.5901,61.3975,1411.0,52.9925,6.9359,37.76,48.4147,33.4746,63.7288,0.1098,29.0,29.0,29.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,0.504681786,0.5,0.0895,114.058,101.4705,68.9391,,,52.4934,7.4519,,,4.450612657,32.171,46.2687,35.6643,75.969,1421.0,56.6975,10.3648,34.2119,50.2404,36.8259,66.6667,0.1212,151.0,100.0,130.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.495318214,0.5,0.099,0.0
2003-1421-1400,0.0,2003.0,114.058,101.4705,68.9391,,,52.4934,7.4519,,,4.253758348,32.171,46.2687,35.6643,75.969,1421.0,56.6975,10.3648,34.2119,50.2404,36.8259,66.6667,0.1212,151.0,100.0,130.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.4971218,0.05,0.099,96.4505,118.7559,70.7742,5.0,4.0,52.1834,8.705,4.0,5.0,12.43330942,26.764,47.8405,35.6364,72.1271,1400.0,45.0307,6.9767,29.19,44.2446,34.904,66.4781,0.0968,183.0,49.0,314.0,6.0,22.0,0.0,10.0,2.0,0.0,4.0,1.0,6.0,22.0,0.5028782,0.95,0.0878,0.0
2003-1421-1411,1.0,2003.0,114.058,101.4705,68.9391,,,52.4934,7.4519,,,4.450612657,32.171,46.2687,35.6643,75.969,1421.0,56.6975,10.3648,34.2119,50.2404,36.8259,66.6667,0.1212,151.0,100.0,130.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.495318214,0.5,0.099,107.6051,97.6467,69.3045,,,57.1984,5.7412,,,15.01714802,33.856,51.0097,32.5901,61.3975,1411.0,52.9925,6.9359,37.76,48.4147,33.4746,63.7288,0.1098,29.0,29.0,29.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,0.504681786,0.5,0.0895,1.0
2003-1423-1268,0.0,2003.0,93.6881,107.86,65.7099,,,56.9288,5.5556,,,9.970540765,33.257,50.1715,37.1773,69.2308,1423.0,53.1298,7.1184,35.5953,45.4981,31.1958,66.3701,0.0826,6.0,6.0,24.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,0.499385978,0.35,0.1374,90.8937,108.5287,73.7305,17.0,13.0,62.5971,16.2562,13.0,15.0,9.243189371,26.9588,49.1884,39.0057,71.3629,1268.0,56.6761,9.5272,34.6567,40.7225,32.1981,70.0155,0.0949,280.0,152.0,500.0,9.0,19.0,2.0,12.0,8.0,2.0,9.0,6.0,9.0,19.0,0.500614022,0.65,0.1408,0.0
2003-1428-1246,0.0,2003.0,93.6789,106.2703,62.9445,,,56.2842,10.6822,,,26.05828979,36.7872,48.8846,38.0,70.903,1428.0,49.7696,7.3715,29.1799,45.5117,31.3725,69.6275,0.0954,141.0,89.0,406.0,7.0,24.0,1.0,10.0,4.0,1.0,9.0,4.0,7.0,24.0,0.499117343,0.26,0.0784,86.8145,114.3086,69.5797,1.0,17.0,55.9454,12.9412,2.0,17.0,5.057502644,27.8306,53.9222,35.5556,70.3504,1246.0,47.4002,8.1081,31.7612,45.2941,33.3333,68.6244,0.0903,108.0,46.0,285.0,3.0,29.0,1.0,9.0,7.0,1.0,5.0,4.0,3.0,29.0,0.500882657,0.74,0.1128,0.0
2003-1428-1332,0.0,2003.0,93.6789,106.2703,62.9445,,,56.2842,10.6822,,,26.05828979,36.7872,48.8846,38.0,70.903,1428.0,49.7696,7.3715,29.1799,45.5117,31.3725,69.6275,0.0954,141.0,89.0,406.0,7.0,24.0,1.0,10.0,4.0,1.0,9.0,4.0,7.0,24.0,0.504413173,0.47,0.0784,97.7407,110.4645,72.466,,11.0,61.1349,6.2457,,9.0,37.7560441,36.9299,50.0,38.6454,77.3723,1332.0,45.3901,8.9425,27.2954,44.9554,34.9177,70.4663,0.0858,147.0,67.0,207.0,9.0,23.0,0.0,3.0,1.0,0.0,2.0,1.0,9.0,23.0,0.495586827,0.53,0.1068,1.0
