game_id,div_adjde,div_adjoe,div_blockpct,div_distance,div_oppf3grate,div_oppfg2pct,div_oppfg3pct,div_rpi_norm,div_seed_norm,team1_teamname,Model_prediction,year,team1_win
2013-1332-1387,0.069808049,-0.097336365,0.101677608,0.511982475,0.114102177,0.044341943,0.024569341,0.005526148,-0.48,Oregon,0.84,2013,1
2013-1455-1211,0.029331649,-0.312107378,0.292608473,0.097452422,-0.076222486,0.081126439,-0.051920669,0.000383764,-0.48,Wichita St.,0.656666667,2013,1
2013-1195-1361,0.321770527,-0.075149731,-0.051076706,-0.443041865,0.190468506,0.192498496,-0.037498261,-0.002072324,-0.48,Florida Gulf Coast,0.703333333,2013,1
2013-1247-1279,0.016984358,-0.069661473,-0.286930907,0.201914163,-0.413354196,0.234117225,-0.073561603,-0.042878528,-0.06,La Salle,0.753333333,2013,1
2013-1266-1274,0.083558303,0.0279676,-0.123666146,-0.030841512,0.034139787,0.046452961,-0.018009708,0.002686342,-0.06,Marquette,0.863333333,2013,1
2013-1393-1231,-0.032019143,-0.208854952,0.537919937,-0.084663781,0.266343664,-0.027638509,-0.151427965,0.003223608,-0.18,Syracuse,0.866666667,2013,1
2013-1276-1242,0.24624434,0.215446491,-0.547853003,-0.091481808,-0.072212438,0.436326406,0.165638063,0.000230258,-0.18,Michigan,0.823333333,2013,1
2013-1393-1266,-0.037293921,0.022594736,0.498834549,-0.119449371,0.155577931,-0.116491276,-0.291215509,-0.002072324,-0.06,Syracuse,0.783333333,2013,1
2013-1455-1326,0.110314816,-0.126030104,0.030798922,-0.233110453,0.014563175,0.003293189,-0.013814764,0.003223608,-0.42,Wichita St.,0.793333333,2013,1
2013-1276-1196,0.282715311,0.115616486,-0.11156256,-0.118872503,0.025940765,0.305976293,0.118424809,0.045253244,-0.06,Michigan,0.9,2013,1
2014-1173-1326,0.349608112,0.176159007,-0.267075466,0.011759412,0.00078938,0.130492606,0.289312044,-0.00729139,-0.3,Dayton,0.713333333,2014,1
2014-1217-1153,0.146831338,0.094051854,-0.141741334,0.203172249,-0.072142271,0.09379255,0.054995498,-0.0059099,-0.42,Harvard,0.67,2014,1
2014-1295-1328,0.088732869,-0.062042645,0.225883711,-0.046852128,0.003146993,-0.146631342,0.270101689,0.001304798,-0.42,North Dakota St.,0.78,2014,1
2014-1338-1160,0.006510721,0.258682706,-0.020480936,-0.068074402,-0.070230218,-0.093264796,-0.212975775,-7.68E-05,-0.06,Pittsburgh,0.873333333,2014,1
2014-1273-1181,0.005047024,-0.474101051,0.218848235,0.068589176,0.460611716,-0.179320463,0.01565966,0.001842066,-0.66,Mercer,0.736666667,2014,1
2014-1372-1433,0.346043006,0.104609011,-0.141094455,0.060437717,-0.134110317,0.064554945,0.324035639,0.002686342,-0.42,Stephen F. Austin,0.836666667,2014,1
2014-1390-1307,0.066853324,-0.007545651,-0.096689691,0.231881272,-0.03997067,0.245421729,0.006515707,0.04333819,-0.18,Stanford,0.816666667,2014,1
2014-1397-1269,-0.082832528,0.144597303,-0.034733657,0.036478386,0.023432292,-0.118787009,0.273681667,0.003530616,-0.3,Tennessee,0.89,2014,1
2014-1163-1437,-0.025611671,-0.179198658,0.217474285,0.034867025,-0.014507041,-0.042616185,-0.171641299,0.000153506,-0.3,Connecticut,0.843333333,2014,1
2014-1173-1393,0.218941218,0.004776192,-0.532990826,-0.014073071,-0.313194215,0.148816246,-0.091022234,-0.001842066,-0.48,Dayton,0.763333333,2014,1
2014-1124-1166,-0.015991351,-0.200386148,0.549740179,-0.154401786,-0.064136208,-0.0326469,0.106498869,0.00168856,-0.18,Baylor,0.85,2014,1
2014-1246-1455,0.10971962,-0.078529935,-0.000138999,-0.134864512,-0.192489317,0.071537138,0.083423016,0.00138155,-0.42,Kentucky,0.793333333,2014,1
2014-1390-1242,0.054496922,-0.172199018,-0.162837072,0.424153293,0.085421388,0.075553351,-0.046957018,0.002456086,-0.48,Stanford,0.826666667,2014,1
2014-1173-1390,0.082103716,0.025690676,-0.225188718,-0.550014039,-0.081467474,0.135189622,-0.119237443,-0.00107454,-0.06,Dayton,0.763333333,2014,1
2014-1163-1235,-0.149855908,-0.181368631,0.439514146,-0.283839391,-0.029164942,-0.1995018,-0.081292599,0.003914374,-0.24,Connecticut,0.926666667,2014,1
2014-1246-1257,0.173323656,-0.068090987,0.131663922,0.015446714,0.013489619,0.031380289,0.263637229,0.003146856,-0.24,Kentucky,0.793333333,2014,1
2014-1277-1438,0.21420394,0.092779704,0.073065244,0.087434521,0.118666545,0.077785753,0.064754416,0.000844282,-0.18,Michigan St.,0.863333333,2014,1
2014-1458-1112,0.357640228,0.178421858,-0.190904134,0.367729982,-0.042587902,0.297162791,0.153470529,-0.000307012,-0.06,Wisconsin,0.763333333,2014,1
2014-1163-1277,-0.110244972,-0.219161619,0.09765199,-0.138394091,-0.151199506,-0.070882722,-0.013866011,0.00053727,-0.18,Connecticut,0.84,2014,1
2014-1246-1276,-0.161544231,-0.20604609,0.462197678,-0.053185888,-0.025168927,-0.276284819,0.030514009,-0.000153506,-0.36,Kentucky,0.736666667,2014,1
2014-1163-1196,0.087676092,-0.176614955,0.352634562,0.183840457,0.04727857,-0.067732027,-0.003360348,-7.68E-05,-0.36,Connecticut,0.806666667,2014,1
2014-1246-1458,-0.072106844,-0.127065837,0.371843124,0.012306312,0.177045545,-0.0468435,-0.135695094,0.002532838,-0.36,Kentucky,0.853333333,2014,1
2015-1209-1124,0.142999001,-0.181346115,0.136416611,-0.17941711,0.214416526,-0.223599075,0.210406097,0.002072324,-0.66,Georgia St.,0.826666667,2015,1
2015-1326-1433,0.034773446,0.098194785,0.108456472,-0.094583559,0.088157904,-0.12005362,-0.18421149,-0.000307012,-0.18,Ohio St.,0.82,2015,1
2015-1412-1235,0.07668014,-0.424419652,0.219569959,-0.062495991,-0.085621364,0.085886786,-0.245612879,0.00368412,-0.66,UAB,0.703333333,2015,1
2015-1417-1374,0.074035159,-0.059487087,-0.168033488,0.333061184,-0.234193114,0.140424948,0.242128074,-0.001842066,-0.3,UCLA,0.69,2015,1
2015-1173-1344,-0.024415204,-0.100511112,-0.343134529,-0.168836985,-0.105124301,0.004823677,-0.111726077,-0.001611808,-0.3,Dayton,0.76,2015,1
2015-1301-1437,0.180897228,-0.263669984,0.141276223,0.002733693,-0.040788117,-0.082957748,0.169664624,0.000997786,-0.42,North Carolina St.,0.753333333,2015,1
2015-1428-1207,-0.095228407,0.07744917,-0.053434339,-0.55185997,-0.237143639,-0.09489028,-0.312168266,0.005679648,-0.06,Utah,0.866666667,2015,1
2015-1277-1438,0.32494086,0.053098192,-0.016738661,0.07530231,-0.040938976,0.243537645,0.149363437,0.000997786,-0.3,Michigan St.,0.813333333,2015,1
2015-1452-1268,0.024038651,0.076112287,-0.142024678,-0.04955399,-0.194671513,0.372615869,0.385480954,0.00107454,-0.06,West Virginia,0.793333333,2015,1
2015-1455-1242,0.074272023,0.062000428,-0.085174176,0.021758814,-0.077559168,-0.053408767,0.254676301,0.0029166,-0.3,Wichita St.,0.87,2015,1
2015-1277-1328,0.217550402,0.134994258,0.01540748,-0.216196405,0.055112723,0.093755607,0.104119538,0.001228044,-0.24,Michigan St.,0.89,2015,1
2015-1277-1257,0.203885176,0.23168892,-0.085259714,-0.02184664,0.135896069,0.046985993,0.226797859,0,-0.18,Michigan St.,0.803333333,2015,1
