game_id,season,team2_id,team1_id,win_or_lose,team1_seed_norm,numot,team2_seed_norm,team2_distance,team1_distance,team2_fg2pct,team1_fg2pct,team2_fg3pct,team1_fg3pct,team2_ftpct,team1_ftpct,team2_blockpct,team1_blockpct,team2_oppfg2pct,team1_oppfg2pct,team2_oppfg3pct,team1_oppfg3pct,team2_oppftpct,team1_oppftpct,team2_oppblockpct,team1_oppblockpct,team2_f3grate,team1_f3grate,team2_oppf3grate,team1_oppf3grate,team2_arate,team1_arate,team2_opparate,team1_opparate,team2_stlrate,team1_stlrate,team2_oppstlrate,team1_oppstlrate,team2_adjtempo,team1_adjtempo,team2_adjoe,team1_adjoe,team2_adjde,team1_adjde,team2_ap_preseason,team1_ap_preseason,team2_ap_final,team1_ap_final,team2_coaches_preseason,team1_coaches_preseason,team2_coaches_before_final,team1_coaches_before_final,team2_rpi_norm,team1_rpi_norm,team2_pt_school_ncaa,team1_pt_school_ncaa,team2_pt_overall_ncaa,team1_pt_overall_ncaa,team2_pt_school_s16,team1_pt_school_s16,team2_pt_overall_s16,team1_pt_overall_s16,team2_pt_school_ff,team1_pt_school_ff,team2_pt_overall_ff,team1_pt_overall_ff,team2_pt_career_school_wins,team1_pt_career_school_wins,team2_pt_career_school_losses,team1_pt_career_school_losses,team2_pt_career_overall_losses,team1_pt_career_overall_losses,team2_pt_team_season_wins,team1_pt_team_season_wins,team2_pt_team_season_losses,team1_pt_team_season_losses,team2_pt_coach_season_wins,team1_pt_coach_season_wins,team2_pt_coach_season_losses,team1_pt_coach_season_losses
2005-1458-1314,2005,1314,1458,0,0.35,0,0.65,7.704063011,13.2609834,54.1004,46.8233,40.3202,39.0625,72.5451,67.7372,9.8611,5.0407,43.6806,48.374,34.0528,29.913,71.1176,67.6587,10.9981,8.6162,30.3982,35.7742,36.6755,31.856,62.5887,56.3452,54.655,51.7601,0.1292,0.0831,0.1171,0.0882,74.6791,63.6847,119.3614,108.8869,91.036,91.0665,4,21,2,20,3,20,2,20,0.500383764,0.499616236,1,3,15,3,0,1,9,1,0,0,4,0,464,120,15,36,116,63,27,22,4,8,27,22,4,8
2005-1257-1228,2005,1228,1257,0,0.41,0,0.59,1.104690246,4.457984826,54.1636,51.5254,39.2246,39.9767,72.8111,72.449,8.5239,11.2865,44.0748,42.3047,35.7911,32.6586,64.5212,66.7564,7.1687,7.7119,38.8397,42.1001,31.0888,36.9024,66.5751,59.0957,55.4661,56.0411,0.1173,0.1229,0.0755,0.0933,66.158,69.8109,120.2137,113.396,88.4703,93.3078,5,14,1,4,5,13,1,11,0.500383764,0.499616236,1,2,3,10,1,0,2,6,0,0,0,4,161,445,8,34,62,158,32,29,1,4,32,29,1,4
2005-1277-1314,2005,1314,1277,0,0.38,0,0.62,11.47271792,7.039603477,54.1004,55.2025,40.3202,35.4943,72.5451,77.6824,9.8611,7.4614,43.6806,46.5695,34.0528,35.4839,71.1176,66.967,10.9981,6.1954,30.3982,32.8891,36.6755,33.5613,62.5887,61.8162,54.655,53.7234,0.1292,0.1153,0.1171,0.1015,74.6791,67.0734,119.3614,118.3729,91.036,94.4426,4,13,2,15,3,10,2,9,0.50084428,0.49915572,1,7,15,7,0,5,9,5,0,3,4,3,464,229,15,96,116,96,27,22,4,6,27,22,4,6
2005-1228-1314,2005,1314,1228,0,0.5,0,0.5,11.47271792,1.104690246,54.1004,54.1636,40.3202,39.2246,72.5451,72.8111,9.8611,8.5239,43.6806,44.0748,34.0528,35.7911,71.1176,64.5212,10.9981,7.1687,30.3982,38.8397,36.6755,31.0888,62.5887,66.5751,54.655,55.4661,0.1292,0.1173,0.1171,0.0755,74.6791,66.158,119.3614,120.2137,91.036,88.4703,4,5,2,1,3,5,2,1,0.500690775,0.499309225,1,1,15,3,0,1,9,2,0,0,4,0,464,161,15,8,116,62,27,32,4,1,27,32,4,1
2006-1214-1284,2006,1284,1214,0,0.5,0,0.5,10.19855343,8.317393038,49.9562,45.7031,33.6957,31.5508,67.0017,61.8907,10.0164,8.4471,43.514,43.7713,32.1727,31.3112,70.2797,65.7385,8.4137,8.4375,36.0784,30.4726,37.0868,30.3624,63.7865,51.1811,59.1327,54.3834,0.1115,0.1085,0.1111,0.1027,66.2669,70.2305,95.3272,91.7489,96.8515,100.4858,,,,,,,,,0.501381548,0.498618452,2,0,2,0,0,0,0,0,0,0,0,0,129,65,121,56,121,56,18,16,14,15,18,16,14,15
2006-1266-1104,2006,1104,1266,0,0.59,0,0.41,7.354371743,4.971426774,50.4754,48.6049,34.4554,39.5023,70.8273,73.2839,13.2456,8.2374,46.8421,45.8813,35.4136,33.5375,68.0272,68.6985,11.5817,10.6211,30.3851,36.6591,37.6709,36.6442,49.7361,57.4307,53.856,60.9227,0.0977,0.1092,0.1037,0.0995,64.8442,69.8988,109.1016,110.5118,99.3435,95.526,15,,,,14,,,,0.495126349,0.504873651,4,2,6,2,1,1,1,1,0,1,0,1,228,141,95,75,119,75,17,20,12,10,17,20,12,10
2006-1334-1130,2006,1130,1334,0,0.23,2,0.77,27.35103941,29.23588265,53.8986,52.59,36.7596,38.4766,67.4102,74.6924,11.0709,5.8065,45.5137,45.4378,36.8333,33.2268,69.3086,69.2473,8.0242,6.4969,30.2902,31.0115,30.2725,36.5868,67.8223,59.2965,52.1176,52.7817,0.0914,0.0882,0.1019,0.1022,63.1194,64.4154,117.2871,107.664,100.2366,98.8126,11,,7,,11,,13,,0.505986435,0.494013565,4,3,6,3,0,0,0,0,0,0,0,0,311,310,107,220,233,220,26,24,7,7,26,24,7,7
2006-1380-1181,2006,1181,1380,0,0.05,0,0.95,0.880637671,12.65527037,54.1475,47.7745,38.646,31.8486,76.1326,64.716,11.5892,9.5536,46.3569,42.7565,30.2966,31.5236,66.6667,67.075,10.2151,8.7537,35.2561,24.9861,21.3093,30.8983,55.7712,49.6823,46.0568,47.3829,0.1309,0.1126,0.1002,0.1144,71.8828,66.9138,119.2993,95.0654,93.8784,97.3251,1,,1,,1,,1,,0.500383764,0.499616236,21,0,21,2,16,0,16,0,10,0,10,0,751,149,190,12,249,148,30,20,3,12,30,20,3,12
2006-1375-1196,2006,1196,1375,0,0.17,0,0.83,31.54402822,25.74603333,55.8611,50.8475,39.213,36.7668,74.3619,70.2238,13.5383,3.9423,43.6887,51.8269,31.8367,30.156,66.4662,69.4643,7.7424,9.7707,34.7806,41.0693,32.4647,35.6834,61.5457,54.6284,47.8936,52.3142,0.1107,0.1241,0.1084,0.0912,68.6945,67.3287,113.8817,107.9869,92.1121,98.3462,,,11,,,,9,,0.5028782,0.4971218,7,0,7,0,2,0,2,0,1,0,1,0,255,60,98,54,118,54,27,24,6,6,27,24,6,6
2006-1423-1203,2006,1203,1423,0,0.47,1,0.53,3.952993906,2.686789899,50.8826,48.127,35.6164,33.8028,64.6358,70,12.2951,5.4316,47.2678,45.6838,32.8333,28.1538,65.5116,66.0739,8.2118,7.329,28.1698,34.226,35.3357,38.6675,60.4734,63.197,59.9162,54.893,0.1284,0.1147,0.0882,0.0829,73.338,,107.9231,,94.3414,,21,,14,,24,,6,,0.503492197,0.496507803,1,1,1,1,0,0,0,0,0,0,0,0,90,83,55,39,55,39,26,25,2,7,26,25,2,7
2006-1462-1211,2006,1211,1462,0,0.17,0,0.83,39.72201431,9.251458692,51.7883,51.0483,35.9667,37.0748,78.1946,72.3703,7.2656,12.9915,47.9688,43.8462,34.6045,31.672,68.9168,68.7188,6.6524,10.9389,25.5987,34.8961,35.6137,34.7098,51.1706,64.5244,53.7835,58.3099,0.096,0.095,0.0895,0.0926,67.7344,67.0028,116.2731,108.1898,103.0651,97.9231,8,,5,,7,,5,,0.500997786,0.499002214,6,0,6,0,2,0,2,0,0,0,0,0,186,38,40,22,40,22,27,21,3,10,27,21,3,10
2006-1102-1228,2006,1228,1102,0,0.23,0,0.77,27.81557153,13.7933503,51.2236,56.0538,36.0778,40.1235,64.2612,74.7685,7.0536,7.0628,44.6429,49.1031,31.7164,32.8798,69.4309,73.3831,6.5823,11.0613,36.0496,49.2027,32.3671,33.0833,58.9623,64.8819,50.4478,51.6295,0.0967,0.1418,0.0853,0.0736,63.753,55.9732,113.3377,109.8233,91.6533,97.1721,17,,13,,17,,8,,0.500422141,0.499577859,2,0,4,0,2,0,3,0,1,0,1,0,191,49,15,6,69,37,25,24,6,6,25,24,6,6
2006-1361-1231,2006,1231,1361,0,0.35,0,0.65,10.08131436,35.49368211,50.5335,48.8511,39.485,39.9625,69.0249,72.191,6.2123,7.5487,49.5255,48.8636,31.1828,33.2721,70.7692,66.7961,10.6693,9.3617,40.4046,31.2061,32.4985,30.6306,58.4693,52.0966,54.4118,53.2567,0.0931,0.113,0.1016,0.1006,67.8687,67.432,106.3565,110.1537,92.3235,98.8113,24,,,,22,,,,0.502072315,0.497927685,3,1,3,8,1,0,1,4,1,0,1,3,114,290,78,105,78,186,18,24,11,8,18,24,11,8
2006-1233-1261,2006,1261,1233,0,0.23,0,0.77,9.508471152,13.19773309,50.4714,50.8537,32.4201,40.1639,69.0289,69.2102,16.0338,10.3143,42.827,47.6229,34.488,34.0171,69.2,73.913,9.428,6.0876,21.587,26.594,31.8313,32.0372,55.9788,54.597,45.3461,51.3924,0.1185,0.1066,0.0948,0.1013,,71.1641,,108.6672,,98.8099,,,19,,,,24,,0.500614022,0.499385978,3,2,3,2,1,0,1,0,0,0,0,0,252,137,110,106,187,106,23,23,8,7,23,23,8,7
2006-1305-1285,2006,1285,1305,0,0.71,0,0.29,22.2199488,24.00442742,54.8689,48.7463,37.0242,35.6701,72.0854,72.1634,7.4933,11.7557,47.9037,44.1221,35.8595,30.7554,71.6981,67.4419,10.9551,7.8909,35.1154,26.3444,32.5511,29.7964,64.375,58.8729,55.9508,51.0013,0.1001,0.0795,0.0892,0.0929,67.6019,67.1705,109.1174,108.3347,101.6682,92.8583,,22,,20,,25,,,0.501343171,0.498656829,1,1,1,1,0,0,0,0,0,0,0,0,41,52,19,12,19,12,23,27,6,5,23,27,6,5
2006-1457-1397,2006,1397,1457,0,0.11,0,0.89,4.11219345,1.662924058,50.9516,49.3927,38.7931,36.4501,70.0813,69.5793,8.8157,9.9783,52.6269,45.987,36.0825,32.0819,68.4669,73.7166,10.3806,8.502,37.581,38.9747,34.1349,38.8594,58.5565,63.2312,60.0499,55.8824,0.1402,0.1381,0.085,0.095,73.0346,66.2574,115.4075,102.0475,97.4048,94.5934,,,18,,,,11,,0.500115129,0.499884871,0,5,2,5,0,0,1,0,0,0,0,0,107,165,7,77,45,77,21,23,7,7,21,23,7,7
2006-1393-1401,2006,1401,1393,0,0.71,0,0.29,14.64762892,13.85091556,49.0602,49.5824,36.121,33.9426,67.9487,64.3266,9.4188,17.2791,44.0882,43.1587,34.4754,34.2071,71.2676,70.0935,9.7744,8.1245,34.5633,36.7739,31.8771,37.3653,70.2069,59.2552,61.3977,63.9606,0.1304,0.1275,0.0917,0.1055,64.9457,69.5934,104.3199,108.6802,89.9943,96.5636,,16,,21,,16,,,0.500307011,0.499692989,0,24,1,24,0,13,0,13,0,3,0,3,72,726,18,252,50,252,21,23,8,11,21,23,8,11
2006-1125-1417,2006,1417,1125,0,0.11,0,0.89,34.72168133,4.46320332,53.911,56.4831,34.6041,37.6623,69.1099,69.0513,7.5408,8.4291,44.6332,48.5057,32.8972,34.2059,70.1258,70.6048,9.1258,8.5258,34.3404,38.0979,26.6567,30.5112,58.4665,57.748,51.0204,53.9204,0.0904,0.1062,0.083,0.1172,62.8847,69.9501,112.3334,107.0975,91.1992,106.8052,19,,7,,18,,17,,0.500997786,0.499002214,1,0,4,0,0,0,2,0,0,0,0,0,222,103,34,100,135,100,27,20,6,10,27,20,6,10
2006-1429-1449,2006,1449,1429,0,0.29,0,0.71,41.60497694,10.49149856,51.3131,53.7893,36.5449,39.8577,74.8924,72.7811,8.8099,7.5745,48.7635,45.7872,32.0755,34.8915,75.4688,67.2606,7.2727,10.536,28.8452,34.1849,31.0602,33.7655,53.8697,64.3921,58.802,51.2718,0.1127,0.0812,0.0822,0.0973,73.1168,62.5176,113.1012,112.7478,96.716,102.6657,,,17,,,,19,,0.500153506,0.499846494,2,4,3,5,1,0,1,0,0,0,0,0,175,408,41,62,129,200,24,23,6,8,24,23,6,8
2006-1328-1454,2006,1454,1328,0,0.65,0,0.35,24.11533134,15.46468894,48.3404,49.228,33.6752,35.8763,69.2982,71.3761,7.401,9.8522,49.4836,45.9113,31.9058,38.8889,68.7285,74.2857,9.7021,6.9936,33.2386,30.5801,28.6679,30.7167,48.7582,58.9385,46.2707,51.3261,0.0992,0.1124,0.0953,0.1091,,63.613,,112.2929,,99.0757,,6,,24,,6,,20,0.502302569,0.497697431,0,10,0,11,0,3,0,3,0,1,0,1,21,382,8,108,8,211,21,20,8,8,21,20,8,8
2006-1371-1455,2006,1455,1371,0,0.41,0,0.59,17.55378161,7.264596482,47.5288,44.2735,36.96,33.4615,72.6736,74.5683,5.1325,7.6487,44.5364,47.0255,33.6283,33.4459,67.9612,68.8925,9.8847,11.453,33.9859,30.7692,35.9491,35.8571,61.5099,53.9017,57.5718,56.7529,0.0809,0.1022,0.0987,0.1002,63.699,66.9839,110.1734,105.5567,96.3061,95.9849,,,,,,,,,0.499846494,0.500153506,0,1,0,1,0,0,0,0,0,0,0,0,134,100,75,68,104,79,24,18,8,11,24,18,8,11
2006-1458-1112,2006,1112,1458,0,0.47,0,0.53,29.62303483,6.183238543,48.1784,47.1791,31.9101,34.669,70.9145,66.3743,10.322,8.7248,50.289,46.5604,35.034,34.0187,72.6813,69.9262,6.3442,7.1137,21.8459,31.9421,32.6848,30.9786,54.1254,54.1237,55.5828,49.2537,0.1386,0.0797,0.0831,0.0928,69.6354,66.7214,107.7834,108.9184,94.305,94.998,10,,,,9,,,,0.499692989,0.500307011,21,4,26,4,11,2,13,2,4,0,5,0,755,142,178,48,273,75,19,19,12,11,19,19,12,11
2006-1242-1133,2006,1133,1242,0,0.77,0,0.23,22.26874164,16.73372844,47.974,50.7913,33.5753,37.7863,71.988,66.7688,11.8685,14.5985,44.9078,38.4428,30.9524,34.66,74.0399,67.753,7.2359,7.7619,28.5049,28.309,32.0436,32.8431,62.8538,65.0229,52.8302,58.7116,0.127,0.1399,0.108,0.104,71.1214,69.1599,104.9757,108.8579,90.3276,87.1266,,,,12,,,,18,0.501266419,0.498733581,0,2,0,7,0,1,0,4,0,0,0,0,60,279,59,23,59,128,20,25,10,7,20,25,10,7
2006-1116-1137,2006,1137,1116,0,0.53,0,0.47,1.991465875,19.40509891,50.2953,50.728,38.7629,33.5835,69.969,69.1667,5.2973,15.6958,42.9189,43.0421,32.3374,38.5965,70.0355,66.2983,7.2835,9.1954,32.3118,28.9989,38.0857,31.5615,63.0901,58.8585,55.5938,50.5319,0.1359,0.1213,0.1105,0.0954,63.7286,67.8308,104.5399,110.7842,92.4489,93.9811,,,,,,,,,0.499577859,0.500422141,1,0,1,1,0,0,0,1,0,0,0,0,198,91,150,56,150,62,26,22,4,9,26,22,4,9
2006-1107-1163,2006,1163,1107,0,0.05,0,0.95,3.458728517,3.048087267,50.8259,48.5528,36.5759,37.8608,70.595,71.1144,19.6311,7.5419,41.6996,47.2067,30.6452,34.3699,71.2454,68.9034,8.3227,10.2708,24.6169,35.4819,31,36.2611,54.7571,54.2396,50.1188,56.6248,0.0916,0.1009,0.1079,0.0975,71.123,65.2249,116.2014,104.5827,91.7027,102.5629,3,,2,,2,,4,,0.499616236,0.500383764,13,0,18,0,10,0,10,0,2,0,2,0,732,53,177,82,314,82,27,21,3,10,27,21,3,10
2006-1277-1206,2006,1206,1277,0,0.65,0,0.35,6.946099706,2.978732873,53.8162,51.9531,35.5786,37.0998,66.4087,77.0393,9.7156,7.9248,42.733,47.2222,31.6474,36.5815,68.431,69.967,10.7477,7.5,31.0789,29.3208,35.3422,33.8378,56.5217,63.5731,51.8421,56.2577,0.1099,0.0918,0.0966,0.0932,64.0375,65.9071,106.4399,114.0908,91.572,98.3609,,4,,,,5,25,16,0.501343171,0.498656829,2,8,2,8,0,6,0,6,0,4,0,4,331,255,104,108,249,108,23,22,7,11,23,22,7,11
2006-1320-1207,2006,1207,1320,0,0.41,0,0.59,40.56469102,26.57567817,53.5104,51.8828,35.5096,34.3802,70.632,71.8693,10.9677,9.0059,46.0829,44.1801,34.66,33.4004,68.7636,70.8763,11.1954,6.3808,37.3365,38.7572,35.7227,29.6894,65.5654,59.375,55.1481,49.4169,0.1015,0.0835,0.0857,0.0954,59.0894,61.0427,114.961,106.7564,96.5104,92.9379,,,23,,,,23,,0.502916575,0.497083425,0,2,2,2,0,0,0,0,0,0,0,0,108,90,22,62,64,62,21,23,9,9,21,23,9,9
2006-1412-1246,2006,1246,1412,0,0.47,0,0.53,9.539605404,13.30867558,50.5547,51.0676,34.9604,33.9775,67.5541,64.5991,8.4665,10.4762,48.0831,44.9524,32.4324,35.3571,67.6145,70.3947,9.271,7.7402,37.5248,35.5874,35.9591,34.7826,54.8173,58.5987,53.9759,54.1791,0.0895,0.1557,0.0817,0.09,65.6942,70.1858,112.7292,107.881,97.7334,96.5683,9,,,25,10,,,,0.49946273,0.50053727,8,2,12,2,6,1,9,1,1,0,1,0,364,89,70,40,132,40,21,24,12,6,21,24,12,6
2006-1331-1272,2006,1272,1331,0,0.05,0,0.95,15.59497055,21.15006575,50.1989,48.4047,35.3768,38.7454,68.2171,71.2482,16.2742,10.038,41.482,47.5285,30.1538,35.1085,69.5509,69.1275,7.0955,5.4475,34.1772,29.6661,31.0411,27.8266,54.0619,60.4567,55.4717,45.33,0.1333,0.0952,0.0956,0.1038,72.978,68.4821,109.6311,104.7593,89.6123,100.3129,12,,4,,12,,3,,0.499385978,0.500614022,2,0,7,0,0,0,3,0,0,0,1,0,338,121,58,90,129,90,30,21,3,11,30,21,3,11
2006-1143-1301,2006,1301,1143,0,0.59,0,0.41,18.37049065,25.96809525,54.5356,47.8185,37.0656,37.3894,75.0737,73.324,11.2967,7.6852,46.1416,48.0556,30.9883,34.9823,70.947,72.8713,11.3391,7.3298,45.6254,28.2854,32.2006,34.3864,62.9256,56.3459,54.3791,54.8117,0.107,0.081,0.1028,0.0696,66.2357,63.3346,111.1627,108.6733,97.3375,97.0455,,,,,,,14,,0.501074538,0.498925462,4,4,5,7,1,1,1,2,0,0,0,0,253,370,131,120,157,253,21,20,9,10,21,20,9,10
2006-1293-1314,2006,1314,1293,0,0.17,0,0.83,6.420929244,5.193771217,52.4696,50.4087,37.4564,35.2381,70.8049,65.1206,9.8526,13.0677,44.9185,44.1149,33.0579,31.0547,70.8812,68.7908,9.2308,5.6312,31.7302,36.3951,31.943,32.181,63.9629,60.3604,52.1181,58.5827,0.1081,0.1214,0.126,0.0923,72.288,65.0017,115.2469,102.7356,93.9176,95.4527,,,10,,,,21,,0.502072315,0.497927685,2,1,16,1,1,0,10,0,1,0,5,0,492,69,22,23,123,23,22,24,7,6,22,24,7,6
2006-1234-1322,2006,1322,1234,0,0.83,0,0.17,14.72762945,8.364759264,50.4549,47.619,36.2039,33.5677,66.9944,70.9632,8.5786,13.1746,47.0984,41.4286,34.1699,31.7221,67.3442,64.8915,7.4442,7.9096,32.0022,31.4712,30.3456,34.4433,62.8676,63.8924,57.8019,58.7432,0.1243,0.099,0.1055,0.1136,69.2183,66.1825,105.882,102.9977,99.326,85.8883,,20,,15,,20,,22,0.501535052,0.498464948,1,2,1,3,0,0,0,1,0,0,0,0,112,213,101,91,101,139,25,25,7,8,25,25,7,8
2006-1172-1326,2006,1326,1172,0,0.11,0,0.89,34.92147261,36.4238922,53.2153,50.7463,36.4903,35.7895,71.7822,76.875,6.7527,4.3893,47.3445,46.9466,30.6595,35.6655,67.4074,67.0455,8.2945,8.5572,40.0893,39.8204,29.8563,35.8629,58.9436,65.508,54.397,59.6291,0.1012,0.0637,0.0768,0.083,66.7235,67.1653,112.8101,108.9734,91.8729,105.248,,,6,,,,12,,0.499923247,0.500076753,0,2,4,2,0,0,1,0,0,0,0,0,147,282,17,212,48,212,25,20,5,10,25,20,5,10
2006-1245-1338,2006,1338,1245,0,0.29,0,0.71,31.93006949,30.5436253,50.4375,49.0213,35.2137,35.5385,69.273,72.0165,10.6489,7.109,42.9285,50.5213,34.6213,33.506,67.3797,75.5132,9.2283,8,31.759,35.6164,34.9919,35.4345,64.4048,54.8947,54.5946,49.381,0.0925,0.1139,0.0834,0.086,66.0229,67.4122,110.5509,106.3486,90.6752,96.4828,,,16,,,,10,,0.500153506,0.499846494,2,0,2,0,1,0,1,0,0,0,0,0,75,88,21,40,21,40,24,25,7,8,24,25,7,8
2006-1335-1400,2006,1400,1335,0,0.11,0,0.89,2.663463031,22.7634954,50.7463,52.1008,37.2576,32.0819,72.7031,67.4812,13.8554,7.4074,42.0181,44.3443,32.2454,36.7397,71.0476,71.9078,6.1123,7.3529,33.9126,38.1014,36.5807,29.1489,55.9512,57.8947,60,52.6936,0.1206,0.1476,0.0995,0.1058,65.5692,,117.1721,,94.3678,,2,,9,,3,,7,,0.502801449,0.497198551,7,8,13,8,3,0,4,0,1,0,1,0,390,310,75,162,209,162,27,20,6,8,27,20,6,8
2006-1284-1437,2006,1437,1284,0,0.05,0,0.95,8.321343839,9.536623215,44.416,49.9562,37.4512,33.6957,75.7322,67.0017,13.0363,10.0164,45.8746,43.514,33.6976,32.1727,66.7678,70.2797,13.0435,8.4137,39.5984,36.0784,31.1755,37.0868,49.8146,63.7865,60.054,59.1327,0.1163,0.1115,0.0772,0.1111,67.3832,66.2669,115.8837,95.3272,92.4318,96.8515,5,,3,,4,,2,,0.501419924,0.498580076,1,2,3,2,1,0,1,0,0,0,0,0,223,129,58,121,143,121,25,18,4,14,25,18,4,14
2006-1356-1452,2006,1452,1356,0,0.35,0,0.65,4.481060976,7.777222929,54.597,44.7628,34.7639,33.5196,74.5882,68.662,7.1611,10.2145,51.2361,45.4545,34.0171,30.0412,71.5068,71.275,8.286,9.6688,51.4065,32.4667,33.2765,33.1741,68.9441,57.7941,55.25,61.2521,0.1241,0.1347,0.0746,0.0998,63.5731,61.6774,115.3092,102.1192,98.0587,89.158,14,,22,,15,,15,,0.503146825,0.496853175,1,1,3,1,1,0,1,0,0,0,0,0,264,49,50,18,165,18,20,22,10,10,20,22,10,10
2006-1285-1130,2006,1130,1285,0,0.26,0,0.74,27.35103941,22.2199488,53.8986,54.8689,36.7596,37.0242,67.4102,72.0854,11.0709,7.4933,45.5137,47.9037,36.8333,35.8595,69.3086,71.6981,8.0242,10.9551,30.2902,35.1154,30.2725,32.5511,67.8223,64.375,52.1176,55.9508,0.0914,0.1001,0.1019,0.0892,63.1194,67.6019,117.2871,109.1174,100.2366,101.6682,11,,7,,11,,13,,0.502993325,0.497006675,4,1,6,1,0,0,0,0,0,0,0,0,311,41,107,19,233,19,26,23,7,6,26,23,7,6
2006-1203-1181,2006,1181,1203,0,0.29,0,0.71,0.880637671,3.952993906,54.1475,50.8826,38.646,35.6164,76.1326,64.6358,11.5892,12.2951,46.3569,47.2678,30.2966,32.8333,66.6667,65.5116,10.2151,8.2118,35.2561,28.1698,21.3093,35.3357,55.7712,60.4734,46.0568,59.9162,0.1309,0.1284,0.1002,0.0882,71.8828,73.338,119.2993,107.9231,93.8784,94.3414,1,21,1,14,1,24,1,6,0.500383764,0.499616236,21,1,21,1,16,0,16,0,10,0,10,0,751,90,190,55,249,55,30,26,3,2,30,26,3,2
2006-1454-1196,2006,1196,1454,0,0.26,0,0.74,31.54402822,24.11533134,55.8611,48.3404,39.213,33.6752,74.3619,69.2982,13.5383,7.401,43.6887,49.4836,31.8367,31.9058,66.4662,68.7285,7.7424,9.7021,34.7806,33.2386,32.4647,28.6679,61.5457,48.7582,47.8936,46.2707,0.1107,0.0992,0.1084,0.0953,68.6945,,113.8817,,92.1121,,,,11,,,,9,,0.502072315,0.497927685,7,0,7,0,2,0,2,0,1,0,1,0,255,21,98,8,118,8,27,21,6,8,27,21,6,8
2006-1231-1211,2006,1211,1231,0,0.41,0,0.59,39.72201431,10.08131436,51.7883,50.5335,35.9667,39.485,78.1946,69.0249,7.2656,6.2123,47.9688,49.5255,34.6045,31.1828,68.9168,70.7692,6.6524,10.6693,25.5987,40.4046,35.6137,32.4985,51.1706,58.4693,53.7835,54.4118,0.096,0.0931,0.0895,0.1016,67.7344,67.8687,116.2731,106.3565,103.0651,92.3235,8,24,5,,7,22,5,,0.500729151,0.499270849,6,3,6,3,2,1,2,1,0,1,0,1,186,114,40,78,40,78,27,18,3,11,27,18,3,11
2006-1401-1261,2006,1261,1401,0,0.26,0,0.74,9.508471152,14.64762892,50.4714,49.0602,32.4201,36.121,69.0289,67.9487,16.0338,9.4188,42.827,44.0882,34.488,34.4754,69.2,71.2676,9.428,9.7744,21.587,34.5633,31.8313,31.8771,55.9788,70.2069,45.3461,61.3977,0.1185,0.1304,0.0948,0.0917,,64.9457,,104.3199,,89.9943,,,19,,,,24,,0.501381548,0.498618452,3,0,3,1,1,0,1,0,0,0,0,0,252,72,110,18,187,50,23,21,8,8,23,21,8,8
2006-1104-1417,2006,1417,1104,0,0.26,0,0.74,34.72168133,7.354371743,53.911,50.4754,34.6041,34.4554,69.1099,70.8273,7.5408,13.2456,44.6332,46.8421,32.8972,35.4136,70.1258,68.0272,9.1258,11.5817,34.3404,30.3851,26.6567,37.6709,58.4665,49.7361,51.0204,53.856,0.0904,0.0977,0.083,0.1037,62.8847,64.8442,112.3334,109.1016,91.1992,99.3435,19,15,7,,18,14,17,,0.500614022,0.499385978,1,4,4,6,0,1,2,1,0,0,0,0,222,228,34,95,135,119,27,17,6,12,27,17,6,12
2006-1228-1449,2006,1449,1228,0,0.53,0,0.47,41.60497694,27.81557153,51.3131,51.2236,36.5449,36.0778,74.8924,64.2612,8.8099,7.0536,48.7635,44.6429,32.0755,31.7164,75.4688,69.4309,7.2727,6.5823,28.8452,36.0496,31.0602,32.3671,53.8697,58.9623,58.802,50.4478,0.1127,0.0967,0.0822,0.0853,73.1168,63.753,113.1012,113.3377,96.716,91.6533,,17,17,13,,17,19,8,0.501112914,0.498887086,2,2,3,4,1,2,1,3,0,1,0,1,175,191,41,15,129,69,24,25,6,6,24,25,6,6
2006-1397-1455,2006,1455,1397,0,0.65,0,0.35,17.55378161,4.11219345,47.5288,50.9516,36.96,38.7931,72.6736,70.0813,5.1325,8.8157,44.5364,52.6269,33.6283,36.0825,67.9612,68.4669,9.8847,10.3806,33.9859,37.581,35.9491,34.1349,61.5099,58.5565,57.5718,60.0499,0.0809,0.1402,0.0987,0.085,63.699,73.0346,110.1734,115.4075,96.3061,97.4048,,,,18,,,,11,0.500729151,0.499270849,0,0,0,2,0,0,0,1,0,0,0,0,134,107,75,7,104,45,24,21,8,7,24,21,8,7
2006-1338-1133,2006,1133,1338,0,0.74,0,0.26,22.26874164,31.93006949,47.974,50.4375,33.5753,35.2137,71.988,69.273,11.8685,10.6489,44.9078,42.9285,30.9524,34.6213,74.0399,67.3797,7.2359,9.2283,28.5049,31.759,32.0436,34.9919,62.8538,64.4048,52.8302,54.5946,0.127,0.0925,0.108,0.0834,71.1214,66.0229,104.9757,110.5509,90.3276,90.6752,,,,16,,,,10,0.499539483,0.500460517,0,2,0,2,0,1,0,1,0,0,0,0,60,75,59,21,59,21,20,24,10,7,20,24,10,7
